CROSSING,FINISSHING,HEADING_ACCURACY,SHORT_PASSING,VOLLEYS,DRIBBLING,CURVE,FREE_KICK_ACCURACY,LONG_PASSING,BALL_CONTROL,ACCELERATION,SPRINT_SPEED,AGILITY,REACTION,BALANCE,SHOT_POWER,JUMPING,STAMINA,STRENGTH,LONG_SHOTS,y
58.268013,69.11944,75.60319,60.813576,68.5797,45.07692,68.918564,68.60282,45.612537,57.808735,55.126984,56.301468,53.470062,76.94366,54.292595,73.19843,58.432114,56.452816,58.665203,65.639694,0.0
59.197807,31.955395,63.986973,62.33737,33.322502,50.59896,45.063232,38.19147,62.87438,60.286335,71.89706,73.37788,58.725174,60.20526,71.83152,55.08312,58.349045,70.8018,70.12039,46.668133,0.0
53.597485,49.30356,54.82216,61.838593,50.357807,64.083725,46.28534,36.699284,49.862,65.44265,76.50011,76.77296,70.80027,60.589684,65.40532,61.739975,62.165993,73.285164,59.358883,52.309948,0.0
42.883118,57.50222,73.190094,56.64289,39.428917,55.225468,35.15966,31.248772,45.28076,61.901604,71.36438,76.50143,57.3643,60.766567,53.537697,65.71636,73.144714,70.11805,80.221085,39.45875,0.0
42.04824,39.300114,58.668224,63.699585,30.054914,49.44729,39.82042,60.927513,69.77854,62.28422,55.13217,56.30168,53.567368,76.29543,54.423252,52.699284,62.148727,56.592567,58.39539,53.286655,0.0
67.23895,69.17204,76.45172,77.628975,68.623566,69.35327,72.386185,68.80326,46.60503,72.558655,55.12727,56.3038,53.53359,69.037285,53.374863,79.14059,78.32048,64.12482,80.30753,70.73488,0.0
48.224293,29.405865,50.945324,57.014668,29.9558,50.45048,44.444016,62.500706,60.797577,55.25624,77.89977,77.69562,77.123055,63.535736,65.32657,45.84437,71.172165,76.77592,70.16929,34.194168,0.0
55.208992,69.13759,71.55452,66.4788,68.32154,60.649296,53.263905,49.629948,45.399414,68.42374,76.46669,76.600395,75.54384,76.76956,74.949814,64.468925,68.438545,64.75473,59.21711,48.858902,0.0
38.39678,29.19596,76.45171,58.70815,29.89564,40.633358,33.81905,30.89996,48.093998,49.620155,80.638084,80.42053,53.453556,60.120983,53.37478,45.683914,72.601326,70.192444,80.30753,34.16547,0.0
55.442898,41.418102,55.204308,63.245705,40.576748,58.223103,63.105644,51.15494,63.755352,66.10343,59.536633,59.487053,62.767467,62.50294,60.17195,59.31902,66.51725,70.71574,62.07776,62.01457,0.0
40.44157,29.58887,76.45172,68.75197,30.164843,77.86169,39.004665,43.10672,73.85712,57.73135,57.887123,64.835945,53.469536,69.17349,53.37478,78.31365,78.80932,65.44496,80.30753,34.17097,0.0
70.92998,45.698807,76.421036,71.58529,36.30873,44.175186,64.81468,68.60204,73.259224,69.046844,55.12812,56.30202,53.56455,72.60726,54.924507,72.127335,77.94802,56.542004,77.816414,68.706825,0.0
61.822643,30.755516,55.814556,61.49192,34.61007,56.575832,59.58347,58.432518,64.09909,63.37811,72.75968,75.5248,69.61348,64.25375,63.768257,47.59016,74.69146,75.468636,68.1351,35.338184,0.0
57.625423,67.32531,66.894325,63.61036,61.0709,61.46643,66.72416,61.078873,49.032036,68.3273,64.19805,70.35377,65.63366,60.360332,69.12611,64.81131,59.88735,72.54177,63.304447,61.20722,0.0
50.313377,51.23856,72.16792,75.2863,60.58785,68.41338,65.538475,49.05912,71.01114,73.01735,72.083145,73.25887,69.04674,74.81989,77.29755,61.92768,73.622826,81.68548,71.09025,59.590157,0.0
51.741695,42.15438,60.09653,73.12434,51.837997,65.213524,65.35588,56.41528,70.399185,70.72995,68.049576,65.572136,68.79826,72.33003,75.77948,60.358833,69.35134,73.92261,60.215355,59.71735,0.0
58.08892,60.039303,72.00049,66.7334,65.42502,59.000034,65.05933,55.516304,58.016605,66.4832,69.85271,73.82984,67.21681,73.26257,75.44798,57.556324,77.74346,79.26998,69.83671,54.272396,0.0
52.138382,48.165424,71.92673,71.47701,38.351074,59.702442,53.528988,61.19679,72.11891,67.152306,55.451992,56.457375,63.036026,69.431175,64.029625,62.770344,77.14002,65.51421,67.57561,65.461784,0.0
49.532864,55.76921,64.28585,73.079796,37.56232,57.90122,70.23456,67.820656,69.539154,71.4586,55.3553,56.48533,66.54525,68.30296,54.003506,70.560005,62.04798,74.22328,74.236244,64.22742,0.0
58.994675,31.617361,55.484753,61.366096,31.642664,46.349224,62.718307,64.11488,61.094543,63.818977,75.84431,76.69095,69.904396,61.19614,73.71187,54.154366,74.0713,73.97379,69.52293,41.224865,0.0
46.692123,69.17196,76.35534,59.39702,68.62028,57.73947,71.83791,67.75094,45.09114,69.830986,55.126987,56.301502,53.459396,60.294804,53.378914,79.03198,58.42649,65.746605,80.299706,67.029526,0.0
57.11453,69.17194,76.45172,78.43929,68.60292,74.11658,72.14474,68.800354,71.138954,73.46385,55.13072,56.402348,53.540558,66.896774,53.37479,79.140785,78.71909,79.25842,80.30753,72.90021,0.0
51.212685,69.172035,72.10386,55.15024,68.619606,59.82702,61.463696,36.578037,45.090336,65.57278,80.06112,80.49016,73.08683,74.87105,77.82407,69.018295,71.22202,64.101746,60.681076,45.7869,0.0
58.77029,29.71693,59.088627,55.007664,30.289642,59.19491,41.43523,38.929943,53.207363,59.027775,75.385345,78.52888,63.162605,60.10988,57.242966,50.11264,60.12482,70.05318,59.179707,37.729385,0.0
54.908596,69.093925,75.417244,73.77753,68.14712,55.45697,68.06651,63.188713,50.848274,70.8905,62.953518,70.4615,72.0112,69.66206,61.077736,74.1977,62.71491,77.077484,69.18452,57.210766,0.0
45.697796,31.389723,68.437225,57.424664,30.767319,52.472534,35.292034,33.90957,47.71673,57.300297,68.452614,71.56943,56.165554,61.064087,53.390816,72.7104,58.78748,71.20403,80.19096,46.088196,0.0
45.02927,69.17204,74.94471,54.70756,68.62348,54.89004,55.970276,39.55292,45.0903,60.391388,79.70599,80.004395,74.09772,75.79744,75.76691,72.01568,73.286606,59.717167,60.53626,40.977932,0.0
57.18507,32.610622,75.812386,67.056526,53.441963,58.918087,57.142235,49.182056,67.53339,69.693275,71.2376,74.71515,72.25326,74.40974,71.71973,52.885853,78.56933,78.72734,80.125626,57.881405,0.0
46.359913,63.996643,76.09748,63.97601,48.014866,54.63243,56.809517,61.009518,53.488335,62.814434,66.23349,76.00861,65.3334,70.95404,54.065815,74.004234,68.70422,79.78498,80.28887,58.7193,0.0
57.58867,56.53212,66.883064,67.326546,57.25035,56.98312,61.0922,58.502007,59.907936,65.53721,66.091354,68.20652,70.05989,67.733734,69.05134,62.493923,63.43014,73.418816,62.40479,58.101444,0.0
58.989628,38.10936,58.83213,69.358986,48.021767,62.88131,62.78432,46.217037,64.95396,69.32788,71.1815,74.78484,65.30146,71.59081,73.19243,57.662476,76.162834,80.80147,68.420715,60.715267,0.0
48.92838,29.212585,54.240936,65.758835,29.917898,68.59667,34.018192,31.889732,56.926968,62.01967,73.31405,78.20223,71.0552,62.79535,73.880424,46.04408,64.10009,64.949745,61.314022,34.170776,0.0
58.250347,39.99919,65.111626,62.063057,41.435055,54.261242,50.209908,49.548733,57.997375,62.63858,66.13235,67.030136,64.79607,64.37347,60.213478,64.52033,64.38625,70.362686,72.56727,54.464546,0.0
54.8046,67.42801,76.41113,75.40489,67.39333,67.6281,66.59468,63.725376,63.202705,71.51803,62.546238,67.50138,69.96984,73.34658,75.872406,62.121807,78.47176,77.876114,77.573135,49.16753,0.0
54.83263,69.081955,75.908394,67.92025,67.86181,57.01885,60.4585,62.911503,45.996056,66.76508,56.753414,58.310066,64.522095,74.11185,58.559597,70.423225,64.31361,64.393036,66.92178,64.44348,0.0
54.660976,49.191414,64.89951,69.47025,62.92571,56.779263,60.578262,58.727272,67.12583,65.47738,61.832825,60.471264,68.15738,69.481026,61.368404,57.35557,63.366875,72.388275,61.953995,56.164814,0.0
60.50581,30.518764,51.92121,54.93644,31.150736,49.60509,61.557365,67.79411,62.793545,61.383507,59.870518,58.627373,62.480167,60.11305,56.11658,53.308685,61.79505,71.0401,67.66233,43.29593,0.0
53.225212,50.244785,74.71366,65.66737,51.382156,55.839523,51.775158,57.996246,61.490044,67.8677,64.62393,68.57589,64.39396,70.2264,65.260994,60.765945,76.526375,69.71894,73.19069,54.15801,0.0
42.06788,37.362602,76.44245,75.606476,34.72776,60.978107,65.19437,67.93767,72.26837,73.79911,66.44684,74.22328,70.15271,76.06105,77.563446,58.2159,78.7371,79.81605,80.21444,71.58775,0.0
53.767475,52.21017,50.5408,69.953674,48.692112,65.09732,48.96888,46.88043,56.964615,64.72236,68.07897,67.377655,65.57183,69.51936,56.80349,58.1133,57.781734,79.96195,61.692204,54.970947,0.0
53.11099,69.171906,76.45169,74.86836,68.50666,67.112686,34.929783,33.49675,45.19704,68.24481,63.622387,73.63945,71.09066,68.04103,55.24809,53.318348,78.804726,76.324875,80.22325,36.283104,0.0
59.461384,67.830956,75.69251,67.72927,65.83942,53.99977,62.26279,57.04884,51.16058,66.574,65.38203,73.46347,64.60458,71.42921,62.17041,65.3347,76.95881,75.13628,74.780685,49.217987,0.0
38.5588,29.19722,43.028145,52.735546,29.89564,41.156803,34.121765,33.24061,59.17401,53.414482,55.86336,56.30598,53.465874,75.47018,53.37657,45.68391,58.000706,56.920597,58.391846,34.16547,0.0
54.91218,42.317165,59.66545,62.36992,39.817806,55.738544,59.28146,55.3792,58.1929,63.33705,64.988976,68.42219,63.047607,60.605686,55.073753,59.792244,58.483482,75.61746,67.45732,62.51418,0.0
38.633503,29.19719,72.99203,52.42214,29.897036,40.66755,42.5775,68.75068,63.250862,62.03471,75.150345,64.38171,55.13433,60.122673,72.574036,55.025784,78.80931,58.737213,80.30292,34.165657,0.0
39.144352,29.234112,76.449615,73.485756,29.900566,75.58129,34.132427,34.061234,68.26011,72.0573,78.60524,80.228676,76.142654,64.30622,57.085968,50.342564,78.808205,75.1528,80.307495,34.234814,0.0
43.42977,59.042477,76.43177,71.07829,35.371655,53.090134,34.050198,53.81477,58.94127,62.066715,63.382496,66.98379,74.41366,73.59188,75.807014,45.81687,78.80904,62.39121,62.884747,34.248905,0.0
59.839836,29.83893,63.392376,55.56423,30.759172,63.193985,57.34606,48.476433,58.48761,63.380844,75.94213,77.957695,69.48267,60.110275,62.5587,50.498016,74.99043,68.054924,62.50294,34.981617,0.0
48.65286,40.97744,69.33203,64.829575,38.898148,59.941177,39.30044,38.403316,62.222214,67.515144,67.87317,72.60399,68.70181,69.04732,55.550926,65.94466,69.96028,74.680756,78.608025,53.464157,0.0
53.879757,43.68954,76.39381,71.64959,44.368137,68.32584,34.966965,35.47596,53.338516,63.938114,64.534706,70.45408,53.652035,71.56281,53.37501,47.978657,57.98303,69.341484,80.2912,34.83597,0.0
48.029316,50.845245,74.07841,73.05714,37.496223,59.494183,56.360584,60.89161,67.46772,70.79521,61.706818,67.42173,66.854164,71.05558,56.59177,67.87785,61.88669,76.87283,77.62222,65.04942,0.0
51.401176,43.78872,62.459473,73.74424,55.65982,63.948887,65.83238,57.11293,71.171265,72.902214,63.729637,62.896626,68.342415,71.22829,69.847755,60.124855,64.4543,80.199844,63.333504,56.353836,0.0
52.95149,41.011543,52.54362,65.289345,37.798355,57.622814,52.090645,55.74326,59.189404,61.59299,67.21773,66.137596,66.12225,66.03666,61.136253,59.490616,68.30065,69.58114,60.025253,54.34829,0.0
64.41822,69.15542,76.126495,70.85908,68.55369,59.643986,70.19741,68.241776,49.74892,61.111446,55.13046,56.302902,55.76319,74.51813,53.48784,73.8199,61.908092,57.5046,70.86899,62.28943,0.0
50.47749,68.89693,71.729195,58.938053,65.88161,62.815113,50.95237,47.429394,45.20505,65.29906,70.492035,74.19088,66.847466,65.15502,75.83179,61.989113,74.5705,62.643578,63.01322,55.01348,0.0
48.020355,40.37691,59.38023,72.1418,35.34254,66.373314,67.55881,64.95054,70.035324,64.32699,55.15035,56.315315,54.668266,72.88308,53.39235,58.559116,57.8622,58.550903,59.202656,62.033916,0.0
42.370132,29.66072,75.723145,56.583267,29.967815,59.792667,53.092686,56.74122,67.204735,63.728027,71.555984,67.679924,76.66798,65.99602,53.500088,71.81424,78.809555,59.20784,80.29435,42.026875,0.0
38.453976,69.17204,76.45172,70.5804,68.39304,66.679375,33.821503,30.880411,45.09031,66.58887,77.17645,80.03829,57.609455,67.773056,53.384945,50.366215,78.810074,82.03884,80.30753,34.168915,0.0
40.78562,69.17204,76.45172,69.82881,68.578545,65.48089,34.376114,32.067383,45.09124,73.66916,69.88382,76.69382,73.544174,74.63189,61.771954,74.681435,78.810074,79.411766,80.30732,50.949455,0.0
48.15064,46.53459,68.723145,55.1135,45.692272,49.69051,58.71982,44.037014,51.404053,58.56736,57.95801,60.601933,61.147343,60.109844,57.370102,57.31291,59.619835,75.76435,68.52437,64.85607,0.0
55.31956,69.172,73.36903,71.69187,68.62062,62.449688,71.06564,67.04369,45.130356,70.84103,59.531826,58.841717,75.19575,76.652306,68.883644,76.027794,57.836895,64.40289,60.2829,58.959064,0.0
40.13843,29.276617,76.450966,71.380875,29.90657,49.42282,33.879147,34.25219,59.53083,64.54426,77.66916,78.10105,77.58857,62.19206,58.09264,46.54315,78.80989,65.98913,80.30587,34.165577,0.0
44.120663,33.06249,76.43273,76.48895,30.731857,70.03627,51.59555,57.932186,70.41325,76.70239,75.54456,75.14776,73.14067,74.394806,78.406235,56.29465,78.76651,80.80606,80.00739,66.999886,0.0
46.62745,29.817926,60.04954,52.457962,30.174988,41.409004,51.26032,68.6072,61.59624,52.40807,72.98444,67.13139,64.83637,60.124542,70.9799,68.427376,58.57818,61.568813,70.16961,36.215652,0.0
44.87997,68.628265,68.0745,55.178547,60.743458,59.0107,44.777103,35.346695,45.100517,64.63084,69.136635,75.93295,61.194866,60.11644,61.469013,63.098614,58.59424,67.558754,71.33424,49.586357,0.0
48.642303,32.636566,75.92361,66.581894,32.212845,48.910427,55.547737,55.380116,61.506207,69.97871,75.928085,76.35222,73.94446,73.00415,73.73767,67.0352,78.631676,75.83993,80.15611,66.12795,0.0
59.51957,46.238144,55.237377,63.42511,47.811306,64.95134,53.251667,41.050083,57.371887,67.30292,78.10475,78.45355,70.81413,65.29179,73.62323,60.8505,63.656425,74.8166,58.847717,52.06176,0.0
50.08711,68.86419,55.6442,55.03356,62.400444,66.86847,52.05193,35.688282,45.127586,65.68925,78.30781,79.737564,71.49565,60.154423,72.00822,60.31306,57.997456,70.1797,58.925488,49.46094,0.0
39.463352,29.196787,74.781105,56.72547,29.895733,51.40627,33.821198,31.014418,66.498955,69.691895,79.74999,79.72926,64.703606,60.77076,70.359695,45.718567,78.66096,61.81275,80.306984,34.16547,0.0
38.403255,29.21692,76.45172,74.60037,29.895662,41.01215,33.81905,30.896597,67.82133,65.98916,79.27598,79.43954,53.88065,60.586662,76.53947,45.69583,78.810074,65.153824,80.30753,34.16547,0.0
56.103916,69.17204,76.45172,72.865074,68.623695,57.96309,48.175488,62.27811,45.0903,70.85404,55.741238,57.153183,55.904385,73.89782,55.273865,79.087326,78.81007,76.68686,80.30753,41.154858,0.0
53.117107,35.887333,71.84675,58.590405,38.080048,48.241955,61.36949,55.8167,60.277596,62.45881,62.093853,67.3154,67.877335,64.54416,59.347694,52.991814,78.409515,71.16492,79.41838,67.334595,0.0
58.96201,67.50052,73.966515,60.124283,57.95481,55.46838,62.140327,41.323326,46.527065,68.79747,66.453026,75.51182,65.006,62.37751,62.406326,64.94812,77.867905,77.09165,79.47589,55.627155,0.0
54.846424,67.01236,69.29884,63.279522,63.527557,54.42725,56.68405,51.01524,46.830734,63.061474,67.50086,72.89212,65.60125,66.588394,62.79365,64.53488,64.483376,73.83014,66.480156,54.488007,0.0
43.445156,69.170876,76.34766,53.736115,68.10287,48.15639,34.79767,31.180946,45.090443,60.498547,61.15634,59.413616,53.53249,63.99122,53.406406,67.98333,60.287003,68.33421,80.24289,46.60911,0.0
50.29965,69.17199,76.31649,60.642532,68.57942,57.975254,43.888813,31.76563,45.09054,71.99805,74.925835,79.23992,71.14219,74.67056,72.318016,74.90645,78.70532,75.65147,79.310936,42.41,0.0
54.78632,29.24132,49.33186,58.146294,29.961733,69.56648,37.788593,37.037518,62.478725,58.09061,73.920135,76.44668,69.27861,60.97065,69.58966,45.8928,61.41647,61.381767,59.96034,34.17179,0.0
53.501617,38.479034,54.650875,72.100395,43.460888,63.04259,55.79811,45.409,66.118416,71.30051,67.90197,67.69095,66.2635,70.345146,63.973022,58.53993,60.653065,79.01843,62.20385,56.363808,0.0
57.706554,69.16453,75.63504,68.46027,68.56128,61.241604,66.5998,60.05305,45.326015,71.78498,62.121174,64.93626,68.43836,71.599945,69.27388,72.31698,62.71168,72.276955,76.71796,48.769062,0.0
58.51682,32.498585,56.5787,60.21961,34.748222,68.510666,50.457966,41.426857,56.76317,63.609207,72.151924,76.38894,68.63296,60.258507,61.501965,52.743965,71.00621,67.978874,66.02413,38.207016,0.0
60.268368,37.0788,63.904373,58.241478,41.802002,48.15467,62.8413,65.56218,60.431404,61.008827,57.521854,57.808167,63.044426,60.764626,58.993813,61.650856,61.167675,63.867027,75.773994,61.769444,0.0
38.39932,29.20735,65.65413,56.859627,29.895756,41.004265,33.821938,30.916975,48.258923,60.388065,74.60123,73.44061,55.46909,60.109905,53.37743,56.24376,78.77182,60.488575,80.27762,34.165493,0.0
48.417107,69.17204,72.39342,58.282223,68.6212,61.02588,50.628033,34.738014,45.090363,62.46926,79.97894,80.35349,78.33161,77.488945,74.70267,65.858665,58.55012,58.843716,58.41073,46.016476,0.0
38.478256,29.197914,76.45172,73.62309,29.89564,42.33444,33.831287,56.194225,71.862854,71.70532,55.12697,56.301468,53.453434,66.872696,53.37478,77.50858,78.810074,56.448647,80.30753,34.16547,0.0
38.41924,29.196047,76.45172,70.853584,29.89564,41.308846,33.81905,30.87987,52.473763,63.540176,79.97712,79.6033,55.26802,60.43969,75.749504,45.68391,78.810074,59.519943,80.30753,34.16547,0.0
46.762794,68.35756,75.06899,57.380653,58.595913,58.687412,38.5031,36.4031,45.17944,67.04028,69.79546,75.95017,66.05829,64.07677,72.8624,64.83931,76.50563,68.58746,77.28096,52.68396,0.0
43.508366,29.213972,76.3116,59.476364,29.927904,65.47807,35.55641,53.949036,65.1095,61.180424,78.07467,78.16086,77.17991,62.450466,53.480648,60.9963,78.790436,65.21106,80.3063,34.170635,0.0
58.11925,63.593475,72.52504,63.414196,62.12117,61.765938,49.97174,46.431236,48.76705,67.857666,71.935745,75.4796,68.78661,72.71976,75.204865,59.32506,78.72452,73.30767,70.84271,48.45883,0.0
55.57145,69.17204,76.39822,71.03982,68.623695,52.443027,71.552414,65.756996,45.0903,68.22902,62.846077,67.00183,77.39771,77.5331,61.467262,78.49011,58.15067,61.42053,60.665874,55.88839,0.0
45.15312,30.20708,76.441315,58.96458,30.533192,47.33221,44.082207,67.446495,66.932335,63.888687,77.833244,78.80133,67.704544,69.659454,53.65195,66.667694,78.533516,69.37542,80.3073,36.928802,0.0
57.110558,33.785248,50.771797,62.032917,33.85888,58.479492,40.201557,35.76012,58.94942,63.052246,72.713066,75.35936,68.1608,62.980164,64.3907,62.053852,71.97115,76.57304,72.05289,47.76567,0.0
50.04272,35.600903,72.434845,63.26614,40.585087,49.13109,68.748505,66.57252,63.74623,64.87509,68.18461,72.35375,67.551506,71.11286,63.039566,64.42014,78.49844,75.733795,76.59116,69.12827,0.0
38.39683,29.708828,76.44817,54.958714,29.89564,40.63274,33.81905,31.00467,45.771996,51.527954,78.94286,68.62399,53.655735,61.33778,77.19482,45.9755,78.80999,80.474625,80.30741,34.16547,0.0
55.459293,60.222343,63.087914,57.024033,61.943817,55.00866,54.225803,45.533672,47.55392,60.03851,56.187065,57.080772,58.871975,61.58458,70.156746,59.02741,75.51178,63.104916,71.37936,49.943604,0.0
57.062267,69.03768,69.44679,60.340702,68.108025,63.89478,63.964596,41.6766,45.539486,68.22141,76.38655,78.45043,72.39896,65.67103,76.29835,67.12561,66.99568,71.85085,61.21015,51.864475,0.0
39.150494,29.196255,76.279564,61.602127,29.895771,42.325287,33.84166,31.28054,60.524227,71.54137,79.75831,80.454384,77.14284,60.54121,76.230606,45.696625,78.80999,71.974815,80.2974,34.16547,0.0
55.37565,54.9048,64.160194,61.274612,41.939228,60.91295,45.023514,32.533195,48.809193,66.24583,69.77352,75.517494,65.85291,61.81829,61.559967,58.885742,77.64344,79.260506,77.013435,46.714375,0.0
48.140324,34.62932,66.75049,60.895325,31.87828,48.623882,40.9061,50.133633,56.568893,60.197575,57.88125,58.218697,58.01965,72.55398,73.17462,62.691673,77.19321,61.23093,67.814224,68.080765,0.0
53.13816,65.31722,66.4289,55.624,52.11294,63.283108,49.869156,43.726326,45.905487,67.67067,77.38728,77.399185,66.8958,60.141685,73.541954,65.54085,60.258472,67.69571,59.749046,51.511715,0.0
51.990593,39.60483,56.601665,66.14396,51.432858,58.652397,59.74393,42.539787,61.6438,67.78937,67.29805,64.73939,67.63986,60.789898,60.23684,58.92009,59.590797,79.50033,60.141224,56.533802,0.0
55.940876,66.135765,63.871384,62.60833,55.4524,53.81728,44.58305,41.49865,48.822582,60.249634,67.83614,67.49923,72.882545,69.10868,55.735214,59.598717,74.33798,69.1312,64.70639,58.354828,0.0
43.029697,61.635193,42.04095,50.89276,51.677616,52.947258,44.189007,53.295677,45.580254,50.409878,58.032288,56.473614,74.423256,63.145103,70.35672,54.700382,57.744728,56.579273,58.390133,66.87388,0.0
55.35813,68.913376,61.242905,65.49005,68.00266,59.317635,71.26398,59.377495,47.47395,68.58398,68.51219,69.27948,71.07351,61.66973,68.87246,69.65381,58.976353,78.816315,59.784668,62.895157,0.0
55.446774,40.913685,66.58576,70.0934,46.580193,58.14734,61.420383,54.34929,67.70288,70.57867,63.076347,62.06153,65.59746,66.287674,76.357666,58.254066,66.15869,78.27477,73.70504,64.75271,0.0
38.934265,29.227856,76.40427,71.30845,29.896673,52.9054,39.670593,68.734055,67.03008,69.1643,67.37312,62.09768,72.50871,64.82766,73.01578,46.038242,78.807655,63.891785,80.257774,34.176968,0.0
53.8807,69.163536,76.401505,64.372795,67.52316,48.418865,57.82573,68.3454,46.275154,57.948475,55.135155,56.30578,55.76303,77.08657,56.476654,55.232677,64.48932,56.616528,58.82103,62.847885,0.0
44.82016,50.391758,73.413315,76.927414,37.57751,68.11172,67.22717,65.10659,72.9024,77.312454,62.503067,65.635796,69.763565,71.87772,70.095146,64.995346,63.401554,81.641846,76.28022,65.33759,0.0
53.855923,55.14,68.35272,65.44192,56.365772,50.88698,71.31928,64.386826,60.23484,63.098747,55.644238,57.1496,59.05615,60.134018,54.624664,61.170296,59.611538,77.92382,69.345535,64.841576,0.0
44.9617,69.17204,75.94714,57.374676,68.62367,61.218838,66.7179,31.782553,45.0903,71.67629,74.21778,78.87873,63.372643,61.6524,63.558613,77.51572,58.69757,74.087234,79.27256,47.969654,0.0
57.14894,69.167,76.136826,65.999146,68.43491,58.005844,55.997646,34.87694,45.212986,70.14095,72.21557,76.440926,67.966965,73.14348,53.896862,75.486244,76.13479,78.92125,79.89952,53.584545,0.0
44.59856,61.6271,46.22745,61.160744,57.65497,53.644222,72.18358,68.336205,46.44935,62.47063,55.12703,56.30147,53.476105,60.444786,53.4399,78.10986,57.73526,73.823105,62.42424,72.21876,0.0
43.378075,69.1691,76.45172,64.02585,67.577095,45.94951,34.578693,62.206974,45.11147,68.99763,57.984623,65.54347,54.010326,72.15086,78.20146,75.00842,78.79728,77.11981,80.30748,69.341034,0.0
55.104263,69.16433,43.94454,71.873795,68.505226,71.29525,64.80503,42.297348,45.243473,74.21466,80.43684,80.11478,78.298294,77.32099,72.22953,64.34662,57.735935,76.253876,58.395542,54.72281,0.0
