CROSSING,FINISSHING,HEADING_ACCURACY,SHORT_PASSING,VOLLEYS,DRIBBLING,CURVE,FREE_KICK_ACCURACY,LONG_PASSING,BALL_CONTROL,y
56.11158,48.19345,50.80593,71.5192,33.683357,64.03406,56.861862,58.56422,66.73554,72.792816,0.0
41.93935,67.67607,76.551865,70.454384,65.28331,62.219154,49.797295,41.83035,52.622322,71.76407,0.0
51.8349,40.111423,73.94451,76.33984,30.74508,62.202568,49.827034,50.73441,69.285835,73.848495,0.0
41.824745,30.497768,76.6673,76.811615,65.29637,41.683723,34.472794,66.13657,72.94248,63.055786,0.0
38.906883,29.425861,74.119545,59.812206,57.314674,40.799065,34.794987,33.113842,52.544014,53.044388,0.0
38.753704,29.566706,76.66727,77.72302,64.22118,41.413918,34.201008,32.668705,71.0121,74.12936,0.0
38.819023,29.42058,75.51887,71.42677,57.657707,40.76545,34.170708,30.862528,60.18841,53.880665,0.0
64.482185,68.66034,49.380318,64.97993,46.14722,74.773445,66.72706,54.643864,47.061363,74.503685,0.0
47.793335,31.908926,74.204605,71.157486,29.98489,53.688164,44.011265,42.16826,57.737457,69.47104,0.0
41.249046,29.446138,76.63168,76.50432,32.486378,44.567017,34.171574,34.230526,63.746532,71.66443,0.0
38.68624,29.422663,76.66616,59.44443,68.63577,40.73551,34.16094,33.192898,58.711765,48.739048,0.0
38.686497,29.420408,74.09512,70.632164,63.196453,40.738064,34.160683,30.853615,55.493683,54.939243,0.0
38.686623,29.430765,71.68517,59.180794,31.72842,40.73615,34.16214,48.13742,58.860153,49.339775,0.0
63.69842,64.9559,47.17897,75.05287,33.16018,74.77442,64.72097,51.744015,69.76278,78.117645,0.0
53.43877,29.859509,45.84095,65.88994,31.647299,65.76636,36.867455,32.446453,51.422546,66.76794,0.0
64.1748,54.39271,43.00472,73.89681,30.731861,72.85804,65.352615,64.85324,66.68225,77.29873,0.0
40.13085,29.420408,52.631184,53.712685,31.693289,40.761547,34.1614,30.854092,45.77277,50.676125,0.0
63.175827,51.969696,71.93685,74.53302,37.65879,62.23986,55.616253,63.936245,71.27389,74.11886,0.0
57.451736,43.765305,74.704666,74.87474,53.605145,60.494576,45.109234,40.34138,70.741234,69.56139,0.0
44.419155,30.404745,67.419846,67.05589,30.838272,44.33593,54.63204,68.17775,65.18609,63.189415,0.0
38.797386,29.420408,76.64251,66.947495,67.39375,40.792503,34.160698,30.853563,47.0271,73.79419,0.0
46.31095,69.2807,76.565704,63.638153,68.32129,67.758896,49.503277,42.583725,45.63375,69.6406,0.0
57.108772,45.767445,70.170135,75.48858,36.109997,66.12563,63.767498,54.300545,72.00437,74.20808,0.0
47.035866,54.172905,43.89833,63.74439,35.87825,67.746445,40.767136,34.8198,51.99826,59.646416,0.0
39.08793,30.346798,76.6277,72.44803,30.15747,42.433178,39.876923,68.329056,52.739857,68.6209,0.0
41.19248,69.29502,76.66272,66.386444,68.28318,60.850258,49.140995,42.835255,45.537117,72.90472,0.0
68.51244,30.195091,55.2272,68.72257,32.343178,45.859394,38.54058,61.640488,62.984318,61.53547,0.0
46.247784,29.551935,68.41189,68.39156,46.264923,47.212914,34.33736,32.83064,60.3572,66.74203,0.0
38.74648,29.42176,76.658295,75.41172,50.1588,40.89398,34.16377,36.527153,68.900665,63.255478,0.0
54.81012,44.950882,48.430096,73.69457,30.729324,63.384823,49.491955,63.954792,66.53796,74.633446,0.0
38.704556,69.249855,76.66319,55.883076,68.47348,45.08329,34.733356,38.533573,45.51326,59.041256,0.0
44.330364,66.73458,75.05806,62.957348,60.393723,59.140232,42.13861,40.25847,48.468998,68.127205,0.0
46.47578,32.65959,76.02712,77.186325,36.523712,63.320232,40.447777,34.902218,70.797455,73.76109,0.0
49.06829,49.026882,46.5491,70.10735,40.86523,68.3325,54.341427,39.32741,56.8627,67.79183,0.0
40.618244,30.016556,76.56796,75.01896,44.02938,42.46587,34.612183,45.342686,66.660645,68.73375,0.0
54.411724,46.207237,70.2016,75.08946,36.422634,67.18044,52.764256,67.09813,70.890976,73.27647,0.0
38.690273,29.420748,76.52669,67.44837,54.1524,40.742355,34.167503,32.73896,55.10616,53.467754,0.0
44.758556,32.08008,76.17397,67.69024,35.143375,47.046417,37.854477,65.904015,68.77725,64.8702,0.0
54.21124,53.41312,71.11885,71.64508,30.400934,60.768066,63.10048,67.55993,67.79606,72.998535,0.0
41.230755,29.547628,41.76362,65.38211,30.182322,56.30976,35.17305,33.29017,46.88142,55.883823,0.0
39.327576,29.492373,70.12415,64.65133,29.863136,51.694065,34.42989,52.010742,49.860645,70.10127,0.0
47.035366,38.70059,76.35028,75.72676,31.145718,57.614292,48.136757,68.21588,70.37258,74.979576,0.0
57.017513,56.103706,64.27227,72.739334,39.614067,71.969406,51.93978,47.86776,70.300255,73.85726,0.0
40.824337,30.620422,49.084652,67.26256,43.30705,43.669415,39.414173,37.877544,57.65087,53.738045,0.0
65.94757,68.06474,67.26663,74.65005,42.80843,75.07402,69.00137,64.40921,54.864937,78.49911,0.0
49.066826,34.919,55.120884,72.57468,32.34844,53.81644,55.18531,61.910564,63.77598,72.19344,0.0
38.700283,29.471508,42.544918,55.844612,34.37156,40.89308,34.170338,30.87096,49.769943,50.007256,0.0
38.686493,29.420408,46.233784,50.806503,40.907444,40.735527,34.16068,30.853863,48.061752,48.849796,0.0
66.827774,65.664246,46.973114,72.841866,35.881973,72.28852,67.982666,60.899963,68.6179,76.71567,0.0
53.525814,32.336216,76.44638,75.713234,32.289993,63.084553,35.54118,38.822636,72.04102,74.26643,0.0
64.983376,55.129288,48.93614,75.77318,33.630276,69.05056,65.13106,58.845413,72.11312,76.849495,0.0
61.11609,50.192963,62.470673,72.5154,40.843037,67.64306,54.42257,56.06489,69.51871,72.782425,0.0
38.687088,29.420624,76.667076,77.762344,67.67737,40.737827,34.1607,31.412672,66.4089,54.85279,0.0
55.668083,46.61131,59.157974,73.94484,34.442276,66.33124,59.00091,52.98111,68.89826,74.01615,0.0
50.80146,35.88679,53.63709,74.13178,32.67287,69.78981,47.629128,39.93832,64.915184,74.91969,0.0
62.718655,53.77861,63.873383,72.86251,44.447407,64.95118,58.79012,59.132664,68.452805,73.478745,0.0
42.959965,49.77194,59.810852,65.60042,65.14527,54.45333,43.927116,35.62896,50.08817,56.61481,0.0
50.85217,36.19997,76.55436,76.85022,36.856865,54.51905,43.441208,67.56748,72.6076,75.40535,0.0
52.268547,40.82872,52.162544,73.79308,30.650124,57.636116,64.34931,65.02102,66.58974,72.70293,0.0
61.486744,69.20491,69.76714,65.7287,51.96366,74.12594,68.93218,58.122086,46.435818,76.60645,0.0
39.891136,31.183767,76.44982,74.14893,67.31887,41.557068,34.302013,30.976112,65.765854,55.00889,0.0
39.160305,30.066902,76.6667,76.517235,65.54196,41.255318,34.31635,51.61174,72.43975,70.754486,0.0
38.71346,29.854357,61.76551,72.22555,52.203773,41.02411,34.38944,34.812542,60.501442,50.694496,0.0
53.963608,33.93869,45.899857,68.411446,31.035826,59.24396,43.600365,43.214905,57.03245,67.674324,0.0
51.01953,69.29913,74.03711,56.771782,67.89654,76.549126,69.15257,45.04893,45.509335,73.74028,0.0
38.76546,29.505117,76.65887,74.330086,34.186417,45.5562,34.499107,33.71012,51.45147,76.88074,0.0
41.63353,29.459322,49.34359,61.80975,30.128103,63.635933,35.217133,34.817398,45.89174,63.865017,0.0
62.136192,61.894825,65.424484,75.37907,34.18135,69.87541,63.71245,63.264374,71.914856,77.07604,0.0
47.14582,34.812176,48.84674,67.94214,42.98676,56.803215,38.054146,48.260754,63.466045,61.763565,0.0
41.89508,31.584269,76.66208,72.640884,57.368694,45.37573,34.620487,33.611397,69.78809,71.157486,0.0
58.912685,52.644222,76.47071,77.468925,30.598627,62.455822,57.882626,68.285645,73.21404,77.6978,0.0
64.711624,58.987663,49.240494,71.39429,36.16087,67.60676,58.48744,57.56492,65.30066,71.159904,0.0
51.508274,52.872597,76.13028,74.040825,50.45918,64.80303,44.732132,41.517925,70.736305,71.49551,0.0
61.480453,66.04984,76.46564,77.002525,47.550064,70.052055,66.14078,66.15329,71.05123,77.98208,0.0
47.98745,33.01211,62.6929,74.73057,37.465588,52.753273,38.74355,54.449627,63.13002,66.08612,0.0
41.289818,29.514812,76.55326,68.02148,45.09995,42.5663,36.237164,67.49297,52.79549,57.096573,0.0
52.658314,69.29999,76.64693,64.80001,68.08812,76.39407,66.18899,59.952785,45.509403,77.79901,0.0
53.69561,33.688496,60.267937,70.153244,31.887865,59.81099,44.428135,60.73822,63.484684,69.265114,0.0
38.688313,29.421213,76.6408,75.16708,30.343102,41.59545,34.163437,37.36328,45.62421,71.48256,0.0
56.27606,41.97595,56.605053,71.502655,47.310734,62.39615,40.31041,39.65819,66.25993,72.23792,0.0
64.46368,29.553251,46.38489,58.89617,44.160137,43.13987,35.029583,39.688995,53.936165,50.63666,0.0
62.12392,49.134895,69.58511,74.37338,35.24881,66.45583,46.749836,50.052353,71.47471,76.36093,0.0
58.597546,60.897575,48.693817,70.28947,37.321915,70.95008,64.60206,51.93744,66.3231,72.882484,0.0
63.41827,49.916878,74.72267,76.72607,31.668636,63.420258,64.802704,65.93573,73.38168,76.6013,0.0
51.717873,48.872417,76.52087,71.8006,58.606564,49.479572,42.04292,58.215042,66.60367,66.659454,0.0
62.618736,54.311184,62.285282,75.9841,33.40422,63.866493,61.79866,54.509285,72.520256,73.92447,0.0
40.578312,32.800297,65.566635,76.699844,33.131813,75.81274,38.02665,36.159817,65.126366,77.65596,0.0
38.68624,29.420418,76.66737,67.552895,45.039955,40.73551,34.16068,66.806755,55.694973,51.94372,0.0
45.92443,54.518333,76.65948,75.66194,44.925488,53.58109,47.52669,68.19477,71.58119,76.378716,0.0
66.520744,68.164925,50.05108,69.48071,47.40945,74.48381,70.25288,61.956303,57.971695,77.40411,0.0
55.9889,43.277126,73.99307,74.16299,34.98649,59.976215,51.60901,64.737045,71.203476,71.28867,0.0
50.989685,31.251314,76.470764,74.466866,61.35028,65.219124,35.56343,33.901764,71.93935,73.23747,0.0
39.133503,29.428507,75.2493,72.89979,33.49579,43.03918,34.47132,31.278162,47.030205,71.2052,0.0
63.51,54.45045,71.42341,76.169716,31.622879,64.32637,63.829033,66.37795,72.86489,76.49855,0.0
39.313717,43.319145,71.62114,60.28063,67.163376,43.166134,35.65875,42.072212,46.9473,53.29653,0.0
64.39267,29.431961,76.066414,67.00548,34.97371,44.5536,34.56782,30.87217,50.03999,63.56357,0.0
40.61348,29.724812,76.66605,70.70364,30.712545,41.600636,37.504932,43.52903,54.83381,71.39964,0.0
41.17409,30.594013,67.59603,73.602615,30.612066,63.085888,35.008183,38.424572,62.744133,73.77998,0.0
38.686256,29.42049,76.6673,68.822815,38.572815,40.73606,34.17365,50.939926,47.00281,63.70164,0.0
38.69159,63.109055,75.12214,56.927116,59.521656,41.37716,34.532387,33.27389,45.96836,51.39018,0.0
44.644424,29.544188,76.16002,64.38719,29.941776,48.641922,36.084087,40.381405,46.386036,64.73747,0.0
62.76884,55.046825,76.506325,76.67232,38.84019,69.36153,48.78422,41.613564,73.27239,75.43162,0.0
58.274128,30.024023,75.82475,68.64843,47.78725,46.798264,37.614944,33.003082,61.062782,57.37075,0.0
51.856125,44.435196,76.42007,75.316444,58.249245,61.842083,37.2977,38.0435,71.780365,70.24992,0.0
51.389263,68.535645,54.257874,55.28014,66.66881,73.87668,50.269997,43.0374,45.5907,62.08582,0.0
47.54638,68.14947,64.756584,60.09158,62.279938,71.29592,52.860012,37.877117,45.745953,65.24751,0.0
63.163136,42.562668,76.04794,73.957016,47.183456,60.230927,44.89345,33.637165,71.97343,70.89064,0.0
55.931843,44.56531,52.487885,69.877,32.327126,61.400455,52.0716,57.742386,66.066444,70.15928,0.0
59.241283,34.731094,44.73109,69.038574,32.065727,63.867924,45.60495,42.375454,58.299942,67.6869,0.0
42.81512,29.444563,76.3211,67.784096,29.88872,55.51571,34.60178,31.75454,45.71948,72.0618,0.0
40.73988,30.307055,63.311993,73.02923,54.22215,46.359867,37.78317,42.315693,62.58521,58.398975,0.0
51.42889,31.284956,62.06628,69.06418,31.01408,61.373863,42.063072,38.25937,54.910194,69.210945,0.0
50.021465,29.565014,42.07627,68.53061,32.994717,61.83586,36.54722,31.984692,50.667118,62.035717,0.0
62.53131,29.477226,63.050053,62.85607,31.662956,46.038124,36.518623,31.011278,47.740032,60.40409,0.0
40.824917,29.42043,76.63469,68.046814,60.75306,40.74168,34.167206,30.860468,64.111824,52.614597,0.0
59.438927,57.72998,75.5061,74.41267,33.488663,66.674446,57.023155,64.635414,72.231865,74.552925,0.0
59.642014,44.99211,48.94425,69.55155,36.845833,65.34891,50.60521,36.86156,63.45737,67.67753,0.0
39.3385,29.422625,75.59614,71.450356,46.250362,52.998726,34.168995,30.854868,48.212482,75.74492,0.0
47.6083,30.937681,73.78872,71.1723,35.484356,60.665485,44.212425,35.15245,64.21082,70.2716,0.0
55.34482,38.67427,76.6463,76.89362,53.35415,48.49211,37.523567,42.727192,73.26599,69.178055,0.0
41.238205,49.978813,75.39255,74.36068,34.0627,56.22126,39.827362,61.57863,65.85897,70.77431,0.0
47.72696,43.694424,70.36073,75.09473,34.29087,69.226395,51.46252,50.59228,70.09158,73.10964,0.0
65.579216,64.41382,55.558575,74.71769,34.363537,70.97051,66.68487,62.97483,71.25283,76.80898,0.0
44.059307,39.642998,73.83483,74.7028,36.49217,57.505466,36.75643,34.541317,70.12303,72.616066,0.0
56.10887,68.88528,74.989494,73.386665,48.92211,74.12902,66.579475,62.310146,52.929337,76.99072,0.0
38.686954,29.42044,47.174297,75.2712,29.79013,40.80858,34.161243,30.853964,48.018612,65.571846,0.0
63.252663,47.489544,72.30525,75.04051,32.50674,64.27851,50.919384,56.056046,72.7073,74.67738,0.0
53.594822,68.62718,76.517975,72.02196,63.806057,64.66413,61.738186,54.910732,52.393414,74.703606,0.0
55.408134,67.51151,65.84081,64.31019,46.719307,74.65271,64.335464,56.11835,48.467525,72.89125,0.0
51.972073,36.31038,76.063484,72.24035,43.075188,56.467415,39.85366,56.347446,68.978836,69.45429,0.0
39.088478,29.721945,76.60382,75.749756,33.198658,42.31435,34.227016,68.340965,69.46651,62.34373,0.0
46.52346,39.42093,75.23037,73.574524,44.986324,57.21777,40.39639,64.99548,67.74783,71.113266,0.0
58.84889,35.93435,54.018528,72.345535,33.691048,57.25943,52.632233,46.445946,67.23037,70.02133,0.0
44.93331,69.29781,76.62804,61.41249,68.31435,74.24851,64.34517,48.964973,45.52589,74.30409,0.0
63.077766,29.461958,61.441303,69.88824,36.05563,46.617302,34.60753,31.027687,51.138783,57.779076,0.0
64.10537,66.76572,68.51036,75.59076,43.083546,73.55266,67.611084,62.931942,69.87792,76.83876,0.0
38.68624,29.420408,41.89817,50.204887,64.0658,40.73551,34.16066,30.854635,51.950546,48.671963,0.0
38.723537,29.42813,76.665794,73.260025,61.879826,40.78742,34.18274,31.440779,64.275444,68.95519,0.0
61.10075,40.826904,53.545464,69.103905,37.51855,60.427742,48.08729,66.366875,62.397694,66.83661,0.0
50.32095,39.515736,76.63639,70.09519,66.560936,51.17877,35.732418,32.788807,67.31107,64.39532,0.0
41.62733,34.39212,75.13127,71.721596,47.236065,48.979565,34.658253,37.250473,61.54956,63.663506,0.0
58.56586,49.506115,50.20286,73.58453,31.894808,67.62975,56.710094,57.669895,67.178215,73.48602,0.0
38.68882,29.596905,76.66694,77.11001,58.460518,41.242546,34.22301,58.90426,67.17823,74.1691,0.0
52.310455,69.24087,76.066315,69.90021,67.020805,72.60979,66.82212,43.70186,46.881645,74.61425,0.0
60.062607,29.483292,70.261475,64.301994,41.764664,52.453083,35.298424,30.91024,52.4613,59.8556,0.0
45.118458,66.44275,76.662636,76.62507,41.047,60.98393,40.96423,66.07464,72.26316,77.17912,0.0
63.411495,51.871544,43.140606,68.57899,34.72209,70.65312,59.54338,47.129967,64.04776,72.32073,0.0
62.506344,47.303276,69.28588,76.57707,32.330524,67.830025,60.898438,59.75342,73.155334,76.188446,0.0
41.91641,69.29366,76.66115,65.132484,68.57908,70.565735,58.08197,47.76119,45.524445,72.79596,0.0
55.768116,37.602757,48.72764,71.35397,35.155746,64.44846,42.7708,48.34801,64.51323,68.43245,0.0
44.086205,30.632952,76.28668,74.50949,39.326294,56.688828,44.56543,37.329292,66.9665,69.03816,0.0
50.437263,58.735554,74.99494,73.089485,36.377758,69.51527,51.44722,59.738354,63.441917,73.43143,0.0
48.175125,30.817366,67.98937,72.8831,47.64668,46.48655,36.381264,47.423363,63.55497,62.93993,0.0
41.93588,30.296425,75.97893,74.17971,35.20489,49.09642,35.043056,41.348274,69.45405,68.65131,0.0
52.450623,32.27783,41.959667,63.854706,30.816038,62.341774,43.386776,45.80438,52.938904,63.975803,0.0
60.437954,45.513245,68.94412,74.68333,39.488438,61.845367,52.950283,58.526756,72.30185,70.969894,0.0
46.09219,52.43275,71.83041,68.483864,58.984764,63.65216,41.085785,36.927895,53.12691,61.96081,0.0
42.01528,30.23701,54.850395,75.33089,31.453299,56.320984,38.696945,35.71283,67.7836,67.612015,0.0
52.814888,52.147835,57.241432,74.25463,33.08924,71.58232,47.311234,36.248425,67.928566,73.79941,0.0
40.061447,32.13631,76.648346,76.93247,34.099228,57.3007,34.583015,41.24677,71.73457,75.293915,0.0
63.720936,39.20025,72.710175,73.507454,34.95525,65.584915,38.82418,33.24521,70.500114,74.38229,0.0
49.661747,69.28729,74.484,58.976315,65.17212,76.639854,54.22829,57.127953,45.517338,73.25841,0.0
59.05368,46.326744,75.46872,75.87552,37.44619,62.95949,44.450706,45.879234,72.30765,74.28588,0.0
49.78298,34.12397,62.936783,71.93806,33.34626,47.955658,57.597244,67.40218,67.37062,64.83901,0.0
53.41569,29.4956,47.257,67.14846,34.81264,52.083126,36.62602,31.101118,47.246548,60.378845,0.0
63.888016,61.553394,42.780514,70.939964,35.002827,72.094574,65.31867,59.52991,65.5259,75.29579,0.0
56.496304,45.950096,74.518326,75.725655,32.418266,66.595894,53.006374,56.567997,71.92113,75.11723,0.0
52.690624,29.651196,62.168003,74.793915,33.779045,62.708317,34.891174,30.945122,57.941628,66.36878,0.0
57.50142,49.55661,57.945316,74.49479,35.308563,70.81797,59.622135,49.747547,71.56099,76.269424,0.0
39.57721,30.14095,74.07015,74.30104,39.242813,57.88822,34.460968,43.81406,57.134754,69.00031,0.0
38.688675,29.420408,76.59096,66.02739,35.71257,40.735825,34.160812,30.854053,45.82525,60.816208,0.0
58.619804,39.70709,76.14372,74.88862,37.35603,56.23065,38.35253,39.744007,71.29212,69.212364,0.0
38.68631,29.420431,76.66083,71.22221,68.16535,40.736507,34.16068,30.853605,65.895226,61.63203,0.0
39.116825,29.420475,72.44529,65.43595,30.07819,40.786205,34.45107,31.102707,45.61613,51.462383,0.0
53.998394,41.799667,76.513176,72.69479,41.80569,54.99615,54.559967,60.98762,71.79877,68.48275,0.0
56.991806,46.741413,74.1619,72.73965,32.4412,60.240967,52.491238,67.56195,70.49134,71.01424,0.0
66.999855,69.14965,47.621128,66.13762,51.89486,75.850044,70.92224,62.23551,48.538944,78.089165,0.0
40.50544,29.9175,62.83969,75.17703,33.46192,56.516758,35.227074,32.64939,62.86132,71.84431,0.0
57.972477,48.664906,43.21746,71.01434,36.541397,71.2538,59.545746,61.202545,64.64903,71.22037,0.0
55.182545,46.84696,51.875793,72.29943,36.20384,70.53526,50.455364,42.932224,67.88713,73.360275,0.0
49.29521,38.771465,75.97695,75.79004,32.09522,71.1001,40.845833,51.91572,71.74901,76.80793,0.0
56.17945,61.096046,62.029808,65.52986,52.387444,70.13061,55.355923,44.301407,53.45485,67.542,0.0
47.91305,29.50396,45.049385,61.574276,30.450247,55.65846,37.483982,31.755108,47.97833,60.498844,0.0
50.0714,41.258568,44.72992,72.83642,31.506353,66.96128,51.455547,45.19371,65.40135,73.66495,0.0
59.469337,43.712425,46.75242,71.246346,37.483635,58.256134,52.453384,63.613556,66.77327,66.391846,0.0
64.14259,53.552197,44.071842,74.53226,31.842619,67.79515,61.875053,59.548664,69.755516,74.36885,0.0
42.8839,30.965277,76.33325,70.64067,31.662346,43.29143,35.999264,41.616226,62.955307,68.24519,0.0
50.755547,37.126286,75.39111,74.71129,31.100094,59.58837,43.243507,66.69342,69.59821,72.54509,0.0
38.6892,29.420465,43.482033,55.2976,55.478466,40.736332,34.160805,30.854488,60.594376,49.095753,0.0
38.687256,29.422115,76.652794,74.73808,29.807817,41.472294,34.165684,36.995663,45.93504,77.09355,0.0
63.446014,68.04297,49.159992,71.3,42.320393,74.66976,66.7787,58.47648,55.19466,77.55592,0.0
66.35897,69.008575,76.083336,76.7673,44.356983,73.30438,67.976295,66.43628,67.98145,78.776825,0.0
50.569073,50.36306,74.82769,73.22601,46.186737,59.46841,57.077522,61.0671,68.50502,73.61987,0.0
59.250347,52.308212,75.86531,76.6613,35.827934,63.53386,54.47515,64.6848,73.00049,74.302505,0.0
59.006847,48.64649,48.80938,73.137856,35.894485,66.44835,60.601074,57.683216,68.37555,74.0727,0.0
52.513077,69.178696,76.58519,68.528625,66.02357,71.37715,62.459667,55.312862,46.47803,76.135506,0.0
60.763237,42.37806,49.739548,71.92344,38.141205,66.29867,51.285942,51.435123,66.837364,70.26069,0.0
38.686264,29.420408,76.094955,54.497818,35.37491,40.735588,34.161266,34.146248,49.220642,48.899433,0.0
63.37542,30.279013,72.45108,70.34767,39.511055,49.988285,34.69004,31.740307,65.35269,63.299324,0.0
63.891315,52.07209,49.083286,73.11887,34.626022,66.68759,57.811127,53.9767,68.98291,73.65773,0.0
50.34842,39.768433,75.00343,76.066795,36.71663,49.96909,58.770912,60.731354,71.55547,67.48491,0.0
43.969677,50.96865,76.6674,77.98401,65.79581,43.090378,38.179962,60.230293,73.50845,70.38497,0.0
60.142403,52.463478,55.5783,71.208115,38.318573,66.21809,47.845554,42.5423,67.32201,72.37225,0.0
64.51483,68.17044,43.655853,66.06375,36.00716,76.045654,69.92288,50.753017,51.504784,77.36968,0.0
60.610382,63.2409,70.85201,74.69753,37.55567,68.63845,61.56031,56.225433,70.98817,75.02934,0.0
54.02163,63.252266,76.6375,76.21892,48.042698,57.362747,60.309647,67.88453,72.021835,75.83747,0.0
41.182766,29.428291,62.463997,66.60631,30.078539,50.537403,34.69264,31.004335,45.91289,69.77722,0.0
56.099827,39.319607,44.410656,73.77616,30.57614,67.31707,53.28656,63.687183,64.92073,74.2018,0.0
40.587868,32.592545,54.909603,77.40968,30.4717,60.471962,49.660896,47.302906,64.583824,74.95523,0.0
44.930134,44.35117,74.2799,76.2986,32.53956,67.99794,52.937923,61.565483,71.5097,76.767,0.0
60.73932,41.82535,63.98693,72.2113,36.64097,61.270744,52.675438,48.73471,68.51612,70.050545,0.0
56.441917,55.011467,42.330208,62.74628,41.85341,70.398994,60.42413,60.599186,52.711185,65.903824,0.0
66.91001,58.533756,48.977615,75.65623,32.791443,70.66022,67.973656,64.82966,72.108284,77.215256,0.0
55.00746,69.24732,61.37508,55.541634,64.48104,75.303116,63.398907,45.24334,45.537647,71.275345,0.0
49.21242,69.17798,74.08644,65.977005,65.22946,70.64966,57.22283,42.089447,46.109833,71.371315,0.0
39.820553,29.643394,75.63904,71.39732,57.548096,41.27186,36.837814,36.463257,68.83558,53.550182,0.0
39.102688,29.532179,71.34855,71.172775,55.033665,42.43272,34.601616,31.269789,60.280415,60.752605,0.0
59.462856,39.647015,73.763664,72.58609,42.49785,58.417816,44.325344,47.609158,70.91858,68.6373,0.0
38.852688,42.817184,76.64641,75.442856,66.095924,43.71876,34.327805,37.8257,63.38661,62.707413,0.0
40.48154,31.739946,76.515045,72.12095,41.907066,47.34289,35.36913,64.68638,66.340614,72.586945,0.0
61.79174,56.437378,51.843166,75.808716,34.583908,68.22156,64.85155,59.94542,72.5403,76.33641,0.0
47.05591,29.437134,76.300255,74.906746,33.470097,43.657013,34.387966,30.957922,52.351196,71.93163,0.0
38.700844,29.420698,41.765297,52.478016,29.808445,40.913723,34.166798,32.055614,46.11077,50.213074,0.0
38.69067,29.42417,62.866737,57.519985,56.304047,40.738213,34.162693,31.281921,64.02147,49.145966,0.0
42.39516,63.26574,76.227646,69.51162,55.341198,54.9659,41.43278,33.725883,58.016552,69.41285,0.0
38.686344,29.420858,76.635025,75.98555,65.67139,40.73717,34.16103,30.862146,64.91652,63.39265,0.0
43.41535,33.07211,76.53189,73.67429,40.254753,53.71145,40.486614,62.741978,70.43585,70.35277,0.0
38.93242,31.025187,76.66616,77.81919,64.13034,41.20561,34.708717,31.962431,72.45605,72.70352,0.0
57.548416,47.972454,49.129112,73.710754,35.308815,56.616833,52.15918,59.483906,67.22516,71.48749,0.0
