CROSSING,FINISSHING,HEADING_ACCURACY,SHORT_PASSING,VOLLEYS,DRIBBLING,CURVE,FREE_KICK_ACCURACY,LONG_PASSING,BALL_CONTROL,ACCELERATION,SPRINT_SPEED,AGILITY,REACTION,BALANCE,SHOT_POWER,JUMPING,STAMINA,STRENGTH,LONG_SHOTS,y
54.217762,40.46695,67.56365,72.48328,58.952465,56.488037,49.973915,46.278156,67.32201,65.88717,61.95622,63.72383,61.900654,69.16272,61.83757,67.89228,63.483593,80.27123,77.41356,55.170822,0.0
50.710823,49.690784,62.076332,66.745995,33.90665,56.966488,52.11817,52.810524,67.22114,67.47867,66.81345,67.56501,63.29802,60.66201,61.81953,62.503,72.39701,73.856895,73.86455,53.49017,0.0
57.965168,41.75224,72.347015,70.13267,39.78613,56.75264,39.504314,39.972904,58.800682,58.440617,66.52785,72.44273,56.649433,60.08255,65.28034,46.548874,71.75347,78.26363,70.46437,47.29551,0.0
55.185627,32.47161,75.53574,65.56519,30.550749,41.003094,36.869705,32.00208,56.562893,59.04869,55.041767,56.1577,53.512947,71.86369,58.058094,46.014454,78.01157,56.684273,74.18411,34.453026,0.0
51.99019,45.18244,72.73343,74.6565,32.70588,57.916668,37.8712,63.663757,68.64121,62.039524,64.4421,63.68779,58.284626,65.5804,57.117157,58.22577,71.59205,81.41595,73.412186,67.71725,0.0
62.23658,69.36972,70.135826,69.57384,68.771904,69.994606,67.29815,60.483723,51.280125,71.23001,80.69615,80.75358,78.66972,76.53018,78.244774,72.398384,77.99923,80.640366,60.636894,69.3558,0.0
54.47121,53.933834,72.062744,67.38239,52.02702,59.53087,39.92868,37.38541,60.019295,61.845093,55.043297,56.158962,56.841278,66.650085,59.861294,66.521904,71.1707,73.70222,71.74994,59.27122,0.0
51.342236,30.441578,48.981552,55.152683,52.743877,44.078518,61.82147,42.348885,55.608963,51.147724,55.05227,56.16016,67.49308,63.006355,55.674362,70.73616,57.898373,57.665813,58.42362,47.451668,0.0
38.50934,29.471521,76.62795,55.162,30.103144,40.807934,34.206436,34.14195,54.930367,58.19011,76.82181,56.187218,53.48052,66.30608,77.32184,47.22271,78.87146,71.294716,80.38872,34.4923,0.0
52.986362,53.046337,72.36627,72.43465,37.15627,43.57859,35.060654,65.04919,67.57754,57.15943,62.848522,59.607594,60.68057,65.76117,60.733555,74.68735,67.91859,80.06782,71.47988,69.6468,0.0
39.56099,29.392626,76.62795,71.976074,64.628075,41.08111,34.33693,31.01152,57.929047,67.25441,74.9009,64.06444,53.495735,70.99135,67.9453,70.95201,78.87142,58.5275,80.18189,34.452984,0.0
56.598618,66.30502,61.514606,72.28192,64.76235,63.97346,58.71106,54.455017,66.438446,65.65823,70.68182,70.095085,67.00125,61.71013,74.3348,77.11405,69.685616,77.27709,74.1333,70.28419,0.0
52.720505,44.37343,72.515656,75.66185,50.783657,53.211685,44.49423,59.48329,65.12563,59.55119,55.06677,56.17462,55.074368,68.7595,53.655838,76.359085,69.73506,81.735466,80.28566,68.85252,0.0
51.33916,52.64384,69.253296,68.695496,51.325123,50.725513,52.90064,48.98271,57.206097,56.998528,55.180958,56.559875,53.666004,65.34631,53.332115,73.81548,62.51247,80.94376,80.36138,68.86813,0.0
55.979187,43.08618,70.12891,69.62276,51.576912,57.409004,50.82082,46.133453,63.008556,66.77013,63.36853,63.07399,63.997456,67.56473,58.54616,71.60032,62.147842,68.18929,80.15037,58.557133,0.0
53.13077,42.292454,74.51079,70.6236,31.030062,41.37305,35.23586,31.986784,61.8803,63.99023,69.56747,68.17976,55.406746,71.260124,64.49426,65.114624,75.107025,74.59184,79.90809,62.25207,0.0
41.75453,69.36983,76.63724,55.47133,68.78721,47.6473,62.82042,35.598354,45.3295,63.829903,55.041782,56.157707,72.22338,66.17737,54.10431,72.2682,78.41697,56.67922,60.271,66.1325,0.0
38.967377,67.55133,66.346565,62.304386,32.17165,54.57171,38.941563,32.187954,45.30263,74.22027,59.8022,60.69474,56.495907,68.227486,66.19128,74.82163,69.2154,70.344376,80.36219,66.20853,0.0
38.59211,42.02595,70.69555,61.10298,30.20529,40.807934,34.199753,32.307667,63.322502,52.66158,55.914112,56.701233,53.50005,70.05376,58.88359,65.87573,73.61615,57.162365,72.070274,34.555073,0.0
54.27359,69.36727,74.56382,59.552643,66.34142,61.135036,64.60466,41.178417,47.40082,58.052578,80.4126,80.38105,78.223724,60.23498,57.335106,74.85384,58.32948,61.409557,58.42362,66.331436,0.0
58.781178,35.741528,67.378716,69.89352,60.401768,43.12192,46.887363,63.53865,64.462845,61.25094,68.71319,66.03744,57.303566,72.22162,69.969154,72.511024,73.919365,81.48423,77.16122,65.46238,0.0
51.85358,35.85055,53.666943,56.534275,59.473137,53.00396,44.71505,35.48796,51.719116,54.8156,55.189495,56.288906,64.469574,63.2373,69.605515,62.623756,70.09663,69.91601,67.19358,50.76011,0.0
58.078484,58.85523,73.48405,64.488205,60.6353,60.4655,46.947716,57.78906,50.26334,66.17166,64.28977,66.038795,59.888138,67.153244,64.87621,70.92514,77.57141,70.48987,73.53486,57.10716,0.0
57.75523,38.393314,64.555405,66.934494,33.28275,44.048805,35.329422,31.88525,55.590897,61.46954,74.57296,68.98962,54.385754,72.40393,78.41809,56.03497,74.243645,80.971535,80.388596,58.439934,0.0
53.489105,53.580032,61.80248,70.761734,53.753323,58.138737,39.579777,37.728817,67.02359,59.612328,63.626595,62.86907,57.93333,60.083313,69.852615,74.312416,73.87154,81.19899,77.48017,64.213524,0.0
56.557182,43.578716,68.431725,78.61035,63.85823,56.312943,42.080444,60.738064,72.31871,64.97914,66.85931,61.623703,66.84854,75.10844,67.394455,74.7206,65.06921,82.14226,71.30816,69.59411,0.0
54.810074,49.162136,71.49286,67.10275,41.924545,48.895004,39.286884,59.94527,57.348793,55.453785,67.92905,64.156555,63.984707,68.55341,64.87298,56.0826,72.9398,81.12053,58.926525,60.30383,0.0
53.47038,52.72504,59.449005,59.27772,59.901695,55.035397,52.983906,57.615448,53.907867,60.04655,62.875595,65.79229,65.343704,64.42186,64.63809,69.43583,58.929333,64.29042,59.9045,53.99229,0.0
52.07949,43.178265,74.25144,71.842705,33.728218,43.019497,35.677452,43.216663,64.48333,61.32664,67.60891,65.374535,58.39483,67.159096,61.00886,72.59234,68.07072,75.6764,72.81565,64.29695,0.0
52.949722,48.22717,71.600136,64.094124,50.845943,54.523685,51.691723,49.5225,58.53555,55.917374,68.40645,63.776146,60.934826,60.10945,65.38225,69.369644,70.161606,63.06485,58.424946,56.385616,0.0
53.26198,52.662262,69.41127,72.18892,45.230854,51.849133,39.613705,39.24828,68.051994,59.58701,70.24594,67.57148,61.86703,60.0535,68.901695,61.85926,73.30744,81.77669,71.782234,68.51674,0.0
38.60006,29.463774,75.64278,66.0815,30.056868,40.807972,34.2286,31.008175,59.311985,57.91749,59.055836,57.935852,53.495064,73.32689,68.23162,45.97082,78.86636,59.675503,72.136856,34.452984,0.0
48.23023,39.47162,73.47068,70.52163,31.078169,40.85981,34.312023,31.77466,61.844894,61.50585,64.24337,68.337524,54.83827,70.530045,59.03411,56.945267,76.1902,76.69432,79.94098,65.17335,0.0
59.648705,69.33997,49.00763,66.90859,68.12987,59.77632,42.735485,57.398323,46.143787,65.8783,79.07602,78.7143,76.57532,69.24388,78.450676,77.151184,67.74866,81.539246,80.27653,68.22832,0.0
54.45476,40.78886,49.252193,76.938705,68.11983,53.02974,59.22168,37.05043,68.48484,61.9777,59.539814,59.322094,78.2678,73.41752,60.1973,58.35491,57.89859,81.96888,76.52764,59.149746,0.0
51.67404,29.883589,76.54959,68.8969,33.539383,44.014084,35.507896,43.217896,60.725426,66.10017,67.62316,67.68254,54.736042,72.42532,54.1787,72.2618,78.72206,66.63279,80.11974,36.595333,0.0
51.327934,59.05836,68.64294,75.55137,37.976547,57.03075,55.48075,63.540398,65.221535,61.188503,60.10617,59.681324,58.765865,60.956314,56.82779,76.44839,69.61166,81.30996,74.59099,72.13884,0.0
49.166115,53.922794,72.43604,69.75213,60.96733,53.471947,56.275066,53.229366,59.03,58.647858,70.88999,58.361607,78.521034,60.87092,76.5087,67.0073,73.55056,63.2641,58.42362,48.253414,0.0
58.74482,55.676083,64.724945,61.835278,62.46649,57.36387,53.829704,51.66001,58.08944,58.76883,79.730995,78.50261,77.46379,69.13213,77.097565,58.88717,78.86712,80.3991,64.49162,51.73193,0.0
42.561974,31.310404,66.70063,64.53625,30.920273,46.87727,38.24007,35.78748,65.32773,62.370705,66.42036,67.78956,62.735367,65.21777,56.800343,74.22093,68.10297,73.79554,76.879875,47.43367,0.0
43.617794,46.58857,73.43945,73.98216,30.280428,42.662666,36.864662,39.448227,68.05448,65.81953,55.062183,56.163685,53.759724,62.75001,60.373096,68.03086,75.37206,62.725643,77.23363,64.555626,0.0
57.13659,41.869312,70.93696,77.6544,57.255543,57.375973,44.956573,59.86945,71.85939,65.702385,60.97003,65.22339,61.10549,73.15836,59.83231,74.30863,68.41012,82.07363,72.306305,67.71133,0.0
56.380207,66.98267,60.855473,62.819206,68.28464,56.224716,53.817505,39.531506,58.691597,63.452065,69.6689,68.01646,77.98433,65.13072,78.42678,61.93624,78.32459,70.92618,79.67854,63.159912,0.0
63.68073,69.36983,75.78251,75.35108,68.78753,68.09544,66.87877,61.87761,50.49549,76.32874,80.64882,80.73096,78.6036,77.5132,76.20275,77.37963,77.60714,81.54466,75.01095,72.365555,0.0
55.125854,53.692448,64.06433,66.14089,61.905853,57.398026,47.991474,56.30046,57.258057,63.65673,63.19753,60.864365,72.76402,61.428814,70.464714,71.3286,61.0991,81.31043,58.655796,62.321045,0.0
57.915215,68.02232,75.762436,72.04443,67.6687,58.71119,54.61912,43.993538,64.39411,65.83605,67.56108,70.1916,60.97289,71.05,59.891243,74.361725,78.5742,77.20609,79.91912,64.546165,0.0
42.349712,39.202465,64.6469,64.14351,31.977175,40.866917,38.88975,32.761047,63.97939,53.889053,62.936638,68.03755,53.51237,60.059486,78.23441,77.9177,76.31442,78.810036,80.38849,67.42266,0.0
61.985355,30.991087,72.12617,55.48578,36.111828,52.99803,35.882175,48.980106,45.32875,55.93421,64.45951,72.272316,55.621147,67.94863,62.797836,68.29645,69.15458,74.48226,68.36665,48.75812,0.0
38.52512,45.45105,64.11838,62.866936,44.30606,56.163498,38.617302,35.177097,45.317688,56.15507,55.050117,56.17151,53.486046,68.52026,53.327686,74.21891,62.532288,65.61216,80.38804,60.10454,0.0
58.94312,40.809807,64.27855,76.30496,65.99351,52.405693,43.603268,32.404987,64.74509,64.286064,77.06771,68.995674,55.19231,77.08386,78.44277,57.319332,76.940025,81.906494,80.38583,54.512753,0.0
60.087067,69.368675,72.75134,65.52705,67.96432,59.458694,52.000946,63.51282,45.304684,68.74609,72.24076,72.562386,62.854233,72.017365,66.95197,73.44038,70.01434,77.09413,74.05732,65.041725,0.0
60.794594,57.725033,67.5422,69.3967,66.35531,46.937782,60.325226,64.09142,59.456593,61.49868,69.2933,62.3581,57.772232,64.6616,77.48679,78.24057,66.88627,78.29933,75.72052,71.82378,0.0
54.06929,54.210087,72.408134,71.52815,57.89076,43.569073,44.889023,47.282734,66.2514,60.059704,72.10396,65.64698,57.032867,63.664936,67.44193,70.27332,69.889114,80.669304,72.496895,69.121925,0.0
48.77399,69.3102,51.017265,54.674778,68.2105,59.458134,49.119984,43.07395,45.602917,61.167633,72.335014,68.265526,75.946236,62.127865,77.02136,66.998856,59.010784,73.375946,71.58564,59.450565,0.0
38.509323,30.321695,74.18136,64.223595,30.737782,57.66005,34.41336,34.85567,45.32385,66.772606,55.3135,56.319736,53.762333,62.396725,53.3362,67.69593,59.79832,77.782715,80.38872,68.91362,0.0
55.143646,46.08485,68.703476,61.61309,56.470444,54.932632,55.2366,55.936928,53.42229,60.78955,64.18602,69.04204,66.83336,64.8699,64.77304,67.69486,59.603485,74.40812,58.438515,53.77184,0.0
47.469776,69.36983,76.48789,68.67783,68.786835,62.14245,58.98206,39.50124,45.302475,70.64053,80.20957,80.44093,77.953766,65.9995,63.303658,70.461136,72.95908,79.67095,76.30452,65.51438,0.0
54.69083,55.414295,61.769814,68.61987,40.012886,52.485863,39.557907,62.648537,64.08918,60.682438,67.57605,64.33295,61.797935,60.290535,57.09639,70.43631,68.68371,79.616745,68.67417,68.06865,0.0
55.387035,48.575737,64.67129,67.92422,42.880474,50.003952,52.2493,38.163483,68.22169,58.851505,64.98848,66.335556,56.25349,60.21324,68.911385,76.913765,75.66679,79.31516,79.58069,67.61943,0.0
56.626278,53.890327,71.010445,78.552925,59.279606,60.97515,60.4862,61.47883,73.25886,67.862656,71.35542,65.68472,65.99788,71.43977,74.5195,76.126305,69.604614,82.10961,71.82026,72.9109,0.0
49.10357,43.06446,64.10979,66.059204,48.44873,44.399868,35.414967,57.219357,61.345516,56.847904,60.30757,61.603073,58.698887,63.903244,63.05903,64.21388,70.30376,70.491295,70.812096,58.986782,0.0
55.456886,56.133675,73.321815,72.74611,50.81796,46.906567,36.60333,67.98192,65.326515,57.901638,60.86756,56.87581,61.537525,62.676197,61.16342,74.924164,72.85435,81.66286,70.299,70.94249,0.0
54.51051,45.213985,72.09825,70.02405,52.825493,53.680054,50.621708,55.147915,64.34825,64.88555,69.52962,69.3488,56.73458,74.107994,69.807915,68.37753,71.62939,78.35319,72.92771,57.87715,0.0
54.74781,30.053165,71.73317,66.901665,32.93325,45.501534,34.530396,59.64487,61.493645,52.58683,66.60338,64.54532,55.730938,69.58848,63.058613,66.30665,66.49892,61.483467,58.435776,35.136845,0.0
39.12721,32.241554,67.45551,62.470245,33.664055,42.610622,36.437622,60.864132,45.829453,66.58746,62.497734,63.929287,56.811672,68.739365,71.81206,64.9466,78.43682,71.39578,79.98856,60.460682,0.0
54.7495,47.68259,73.24993,77.66554,36.91226,56.178837,45.257305,62.589584,68.475006,64.8087,56.36366,56.452625,66.76037,67.572044,58.206078,58.96773,67.777916,82.088875,61.32571,68.535965,0.0
60.49873,32.19753,63.99946,64.33554,55.50977,50.093323,37.590775,40.739384,55.966442,55.25417,72.3718,71.092575,63.143635,69.20483,73.47286,64.25277,59.538918,77.417915,58.42513,42.99155,0.0
55.20632,66.82806,76.50579,71.53799,68.77945,48.884533,42.77044,37.223534,66.69497,67.40528,55.05534,56.271442,57.81525,74.81874,56.7134,68.36157,78.849594,77.968216,80.388664,64.37959,0.0
57.80728,55.649624,73.40132,74.10955,64.34965,61.3731,61.835926,68.17895,66.63128,66.26739,69.451645,59.947548,73.028145,66.70633,70.64859,75.03186,75.74365,81.70638,59.029064,71.07251,0.0
45.178566,52.60198,66.444115,64.74472,41.97485,40.88407,34.30954,34.823612,65.27576,54.217617,55.962955,57.10817,55.4449,60.110588,76.73067,69.725876,68.14598,76.91167,79.043175,60.500557,0.0
57.048756,38.253876,75.50586,70.70368,49.55961,54.09637,41.00041,31.397472,61.83986,64.61347,70.96303,70.18167,57.202194,73.90437,63.69472,59.55576,78.818756,80.17543,80.38681,55.10561,0.0
53.720272,40.929893,72.163124,64.444214,40.922348,44.80021,58.743855,42.39614,62.135376,59.920364,68.00459,66.402885,54.608532,67.84634,62.9546,73.67576,74.575455,73.33817,80.23682,60.512165,0.0
57.75352,62.08862,64.40934,63.255726,48.086605,63.27906,55.546642,38.933956,48.65455,64.56289,78.05654,78.68936,70.03044,60.059414,61.928604,70.55113,59.029545,68.43806,58.428566,59.27986,0.0
53.679497,62.793644,66.780464,59.10994,61.072536,62.78195,59.108337,38.888012,56.216568,61.988144,80.6695,80.59055,78.6676,70.955475,78.37433,58.509834,78.811714,76.86688,58.423637,46.148067,0.0
44.185314,33.205486,56.736298,61.156963,35.164074,40.856903,34.23678,38.537083,58.95902,49.981556,63.541,61.74068,58.28724,66.97945,63.72475,69.85855,72.47484,60.90205,61.03991,63.407227,0.0
51.0205,32.044044,75.23979,66.11245,54.561104,52.21986,37.059673,34.66476,61.17452,65.08197,55.04605,56.161976,55.895985,68.8661,57.527824,62.505768,78.60896,58.37178,74.383026,34.798042,0.0
48.489254,46.27016,70.03471,65.88841,37.13262,41.312893,52.712154,66.588844,64.03703,61.366287,69.14872,64.010056,57.217396,69.02778,70.538635,75.37954,71.74263,77.541306,80.16274,68.37777,0.0
60.38426,57.03474,67.4689,67.78188,64.19994,59.91319,58.7999,57.23176,59.514923,66.04782,74.79632,71.342834,76.03696,64.07314,75.29539,64.134895,77.84402,76.96078,59.668434,56.292084,0.0
55.792545,35.984745,75.071396,68.206215,34.268,41.223236,37.275444,66.674286,62.268612,62.331184,66.517426,70.32998,55.29153,72.70393,59.991997,49.633236,70.21199,73.003784,73.51801,36.285454,0.0
56.266155,57.988605,75.42728,68.6635,67.78968,53.09667,63.59705,62.93158,67.97208,64.84026,55.152615,56.17373,77.44434,70.59767,66.39652,68.937454,78.51416,80.56895,59.057808,66.98477,0.0
38.58932,33.252148,67.95324,60.9991,32.838646,40.8286,34.599083,63.39941,46.28663,58.495247,59.89372,60.63826,54.460762,69.60049,67.33095,71.076645,71.64733,63.558502,74.3745,55.427094,0.0
49.113438,60.53486,74.690704,75.202484,32.947304,47.162266,36.99025,32.610817,67.31383,56.977066,55.041855,56.15777,53.51005,60.053474,54.25353,58.522385,76.324776,74.893456,71.576546,66.240715,0.0
47.36111,54.745228,62.424664,59.32934,50.927074,58.542778,67.61984,39.746685,54.670776,56.927773,80.62586,80.58145,78.62947,60.152946,76.02131,69.018585,58.018307,58.008606,58.42362,49.70421,0.0
38.50977,29.496656,56.1676,59.313835,30.057951,40.807934,34.190575,37.06798,64.8417,55.03043,58.517376,56.389877,53.937035,66.87359,56.423088,65.12822,78.86402,56.71744,67.38507,40.591507,0.0
54.06732,53.55356,62.42544,77.582214,52.22702,61.277676,45.26983,61.21066,70.25486,66.056015,68.63152,62.573154,72.142815,67.02145,68.55704,69.41451,61.592213,82.119774,67.10859,70.83566,0.0
51.367847,32.09479,72.06684,68.75965,31.008705,41.52755,34.344612,31.392237,55.88209,55.162804,55.042233,56.157745,53.486744,66.02267,78.432884,72.0235,71.69401,74.33727,80.38872,62.50455,0.0
45.616802,36.67035,61.4263,66.97266,32.214817,42.162983,35.225132,65.81844,66.33261,52.589928,61.875465,59.19208,57.59095,60.832775,58.070023,70.75003,57.962494,58.372833,58.448322,59.730022,0.0
57.283657,36.94589,73.51637,75.33481,44.847366,55.26781,45.284603,37.09629,65.614265,64.229614,63.4693,67.69219,56.477726,69.511406,72.30456,74.95346,76.38129,81.52393,80.14104,66.522194,0.0
53.37911,35.829636,70.83327,70.36586,30.148876,42.96152,43.252743,49.80598,61.67735,60.416813,67.6919,67.67093,55.540707,72.4152,60.087334,45.969948,68.03046,79.14068,74.15127,34.467873,0.0
60.971416,69.31663,74.11212,62.91719,66.91904,65.896645,62.382328,54.186317,50.234985,65.835815,79.56992,79.07015,77.78553,65.06509,75.25728,71.80785,75.8658,68.21315,58.455803,61.648808,0.0
55.090374,69.346565,60.62079,72.758705,68.48888,65.81544,66.81497,62.994797,56.28045,69.03993,77.608444,77.9862,77.90615,72.94124,58.464577,77.15342,58.009975,81.310326,76.868324,72.52427,0.0
45.557934,46.97497,75.68423,65.07757,30.099916,40.808475,35.17656,31.89011,57.825214,54.99933,60.536106,61.314793,53.64729,68.35707,60.114372,45.973167,72.47831,72.42782,75.48121,34.453106,0.0
