CROSSING,FINISSHING,HEADING_ACCURACY,SHORT_PASSING,VOLLEYS,DRIBBLING,CURVE,FREE_KICK_ACCURACY,LONG_PASSING,BALL_CONTROL,ACCELERATION,SPRINT_SPEED,AGILITY,REACTION,BALANCE,SHOT_POWER,JUMPING,STAMINA,STRENGTH,LONG_SHOTS,AGGRESSION,INTERCEPTIONS,POSITIONING,VISION,PENALTIES,MARKING,STANDING_TACKLE,SLIDING_TACKLE,GK_DIVING,GK_HANDLING,GK_KICKING,GK_POSITIONING,GK_REFLEXES,y
52.80081,62.574875,59.14605,78.00276,63.99195,68.85895,53.12941,36.40454,72.653404,73.333824,60.95429,64.536095,76.22551,76.01497,61.45957,56.314217,71.429855,81.64944,59.669044,64.353485,75.71955,75.32501,64.30056,73.718025,44.881638,70.85725,75.18778,65.930115,10.116141,8.768684,8.682871,12.176725,8.468038,0.0
50.17635,33.92383,76.62235,76.12107,37.41963,59.75218,61.122074,64.30149,73.228714,70.28143,58.348976,60.54896,55.403214,71.27477,68.769165,77.47362,78.658714,70.58544,80.35201,64.871,78.42489,75.69961,48.797405,71.24629,48.327175,72.945755,76.56505,74.25487,11.981247,14.249009,13.898779,5.7672,6.3803144,0.0
53.59934,36.86519,68.60928,78.44544,31.001802,59.981567,39.297134,32.459064,72.68294,75.77472,55.04218,56.158134,68.47683,71.426346,55.114628,50.362602,72.32273,76.14041,73.74937,40.44924,79.65002,75.75032,47.08347,69.816536,43.518646,72.944496,76.54683,73.985146,8.78645,9.686293,5.5163045,11.136663,5.672302,0.0
55.732304,53.54783,60.077457,67.6068,47.055218,65.50568,37.886753,37.41551,60.230843,70.23601,68.966866,74.20545,66.89683,65.89544,59.900692,52.011684,64.33062,79.8547,70.67182,44.603657,79.32633,66.72452,59.07249,67.35491,46.345127,68.68093,70.289314,62.720657,4.9842033,8.03657,11.62292,9.757895,9.766872,0.0
43.83662,29.523481,47.51089,54.810246,33.04617,50.217243,34.627132,36.14806,59.751476,58.328556,62.96431,64.91825,60.73161,64.510796,60.425262,48.347492,67.193565,70.94506,61.75421,34.454414,64.09606,66.420074,59.808258,51.78842,55.89234,54.928833,54.145424,50.15162,7.658902,23.075089,47.639572,24.588837,27.690912,0.0
61.46371,65.59153,43.086243,77.76436,67.67128,74.918076,69.64053,67.38839,72.88645,78.95734,71.85896,69.32108,76.57141,72.49211,67.52196,58.43992,57.898952,80.71387,58.451637,62.830956,77.06726,74.608955,70.86948,74.61894,54.602413,40.337997,72.04365,50.194874,8.547169,6.498652,5.964682,9.576944,8.547125,0.0
63.010044,54.64609,47.162785,76.626465,67.28893,76.65945,71.49748,65.018715,72.95394,78.12694,70.00043,71.73109,74.601135,68.77131,73.45181,70.96744,74.48082,81.94357,75.651085,54.903954,79.36308,75.64559,75.24412,72.910095,66.023674,67.499,76.06511,72.39712,4.9740715,13.767831,47.639584,16.26903,18.149923,0.0
38.533768,29.38903,70.16261,54.48316,30.078606,40.92933,34.19639,31.022337,65.63124,63.121914,55.42874,58.28366,53.49649,60.366592,78.2829,46.22973,78.18514,68.306404,79.92267,34.452984,73.66004,72.214455,71.96486,69.185684,64.34509,72.93596,74.66768,69.26371,4.842003,21.20245,47.639584,18.714188,23.540668,0.0
52.220734,69.253296,51.89761,71.00957,68.706055,70.79497,60.10459,64.95471,66.69214,66.797264,78.96158,74.738556,78.146774,75.68413,76.20444,47.54856,78.84537,72.89156,58.42431,60.5295,48.515114,37.286385,75.02304,74.91259,50.329044,28.646276,32.356407,29.460407,6.2093935,8.993722,9.532681,7.144302,5.301845,0.0
39.448402,29.513708,76.66349,74.89865,34.49671,47.53362,36.95124,31.007948,73.62344,73.327995,58.382782,60.417377,64.01126,76.42499,78.44819,49.95547,78.87146,76.19461,80.36446,34.45319,77.55582,75.758995,52.424267,75.38965,40.692783,72.945786,76.56549,74.25601,16.528807,11.7520075,21.614422,10.541356,12.590172,0.0
42.283424,29.764465,70.7025,66.59328,34.735153,71.32121,35.92553,32.313267,63.430233,66.78222,61.17559,61.130142,61.801647,60.053776,63.564278,46.46129,74.72802,62.77274,71.26797,34.480118,72.69136,57.255512,47.915855,46.83699,40.001915,57.25087,59.931137,60.929726,11.461272,9.124626,10.84793,12.065897,17.063648,0.0
56.647095,50.833275,62.032787,62.20573,57.946552,65.27159,49.22532,37.800423,58.944546,62.832302,67.760086,70.94673,67.21865,66.652885,63.12593,54.560158,66.40057,76.92802,73.22924,53.123455,74.2103,64.69887,58.701866,55.109245,46.05637,65.33012,64.89559,66.81715,9.486342,11.168049,10.93912,10.214113,11.69985,0.0
43.76355,66.74988,76.598816,77.33539,67.85371,70.810265,63.789707,36.45823,73.10548,72.780365,62.98907,71.47474,65.156204,77.470375,68.81327,60.85889,78.87145,72.21342,80.21052,65.00051,64.12595,74.88083,69.612465,73.21687,40.41773,72.94559,76.55556,74.23758,13.546557,8.798608,9.297525,4.969233,9.924125,0.0
45.120552,69.3511,76.64992,73.86384,68.66712,64.84315,69.16361,60.59605,58.488453,73.62388,72.63184,75.12268,56.935417,61.002525,77.84196,76.654076,78.87146,59.745186,80.38872,70.2771,69.935646,37.318855,74.200226,72.85777,54.35661,63.628563,48.413494,35.930946,18.740036,12.403312,4.584389,5.859817,7.733375,0.0
57.75715,66.674225,48.299038,77.543106,67.92945,73.33032,69.68844,66.93797,73.10041,78.279045,63.85874,64.806076,71.961105,70.879166,61.48251,73.99096,57.898388,80.68166,64.68363,66.34198,73.06768,73.263405,71.28845,74.99252,57.988758,39.491722,69.096825,55.442245,4.428728,7.88351,7.785794,10.610471,8.408086,0.0
60.87262,58.96764,42.241,59.82459,68.6014,73.63496,52.90013,63.975418,54.389645,71.49208,60.629227,66.2189,61.09682,60.42306,54.95457,68.71138,57.898384,60.7303,58.429527,44.70611,48.532146,55.87809,69.0467,65.34955,50.68912,28.636242,33.12835,29.559454,6.309395,18.406456,47.639553,22.12563,21.500269,0.0
59.945126,48.89698,61.104504,62.961025,53.12572,65.44591,40.951534,42.204285,58.328133,66.75246,67.574585,70.95168,63.704464,65.53787,65.42684,56.782238,63.932014,75.81893,72.65576,41.21258,76.79691,64.73802,57.15394,68.60402,52.80423,68.43225,67.37942,59.355145,5.773981,10.829413,15.437912,11.123461,12.264842,0.0
41.51521,46.94131,74.00411,60.396088,33.68281,48.289467,35.03329,37.848717,67.12472,60.291904,67.90506,68.012276,53.927814,60.09777,53.40758,60.3624,69.80427,67.264465,80.38775,53.719376,61.504982,62.758503,38.493805,45.51407,43.104046,72.21755,62.94584,68.98731,14.261868,13.854339,10.589485,8.12596,12.7465105,0.0
53.08551,69.31486,53.35497,60.698196,68.75728,72.92636,66.882034,63.334263,48.748905,71.28167,73.38314,76.7978,73.32701,61.121582,77.992355,76.13532,78.679726,71.43274,77.88726,64.376434,55.447803,40.723564,73.75038,71.198364,57.163513,28.60369,32.20375,29.472767,5.81254,13.313671,29.938894,13.472031,13.455975,0.0
46.281933,46.806225,76.66329,77.29939,68.6435,71.71028,70.75846,48.893105,72.02983,75.861465,64.01745,70.42984,62.30498,76.51563,78.469246,75.42232,78.87146,74.69321,80.38872,59.041466,79.59016,75.74404,70.94471,75.32014,45.549385,72.945786,76.56549,74.25601,13.815638,15.283083,46.329464,9.36058,13.337612,0.0
52.849834,42.93933,69.65512,65.47511,53.980015,59.76589,43.9949,41.962822,63.151005,64.016685,65.70826,68.05247,61.35924,66.68655,61.69275,62.775906,69.50982,68.88618,77.485306,53.763443,72.66619,68.60823,45.192028,62.122208,56.524036,71.09113,72.06285,70.19314,10.424257,11.044309,12.174999,9.6427,10.492056,0.0
39.92362,32.5269,76.66222,77.52579,33.019882,48.02711,38.589474,31.190344,73.87421,72.77425,55.270996,56.273483,67.954124,74.85989,78.42401,68.96006,78.87143,62.688305,80.17815,38.016747,79.42171,75.75275,37.57673,64.47558,39.796394,72.945786,76.56549,74.25601,11.152582,9.046808,17.15284,10.119149,8.015705,0.0
53.255177,69.34175,73.47617,69.96078,68.65991,63.336693,63.00115,59.15782,48.791523,69.9039,56.276257,58.44393,56.35537,72.719444,75.56439,73.72892,78.24776,59.910202,80.28579,68.86401,52.400364,37.469883,74.64591,70.31715,69.544464,28.610632,32.363037,29.459158,10.927852,11.498504,10.094862,7.057138,10.405195,0.0
57.804413,55.71581,60.803745,65.770645,57.390995,61.88486,51.162373,52.17355,60.07461,67.58979,64.80636,67.90279,64.74925,67.84422,59.944485,61.244946,65.616974,75.100075,71.71609,53.645638,74.37587,64.99739,60.916706,63.833763,60.713387,58.37903,63.59132,56.14862,8.006539,11.685662,14.402725,11.181126,11.5404005,0.0
38.728085,29.551943,69.05701,59.949814,33.53886,50.792404,34.53167,31.011765,68.5497,55.09024,66.74706,71.02557,64.29346,61.012577,77.77927,78.017555,78.824005,61.78216,80.18483,54.247612,79.48325,39.26165,37.574543,44.902393,39.689224,72.882835,66.36417,72.20884,2.3516119,9.42558,11.274755,14.70493,16.998549,0.0
58.58344,67.30983,62.29691,73.52135,68.6504,75.156876,69.95087,60.240067,67.67907,75.57203,71.37598,75.23686,73.05881,73.25404,78.0612,72.93123,78.6472,81.03353,79.24197,60.077393,77.86254,75.677795,74.28478,74.278206,67.81665,65.01919,73.481155,70.72232,6.4582024,15.276072,47.639507,14.660556,20.407402,0.0
50.812027,56.058495,55.27387,71.217804,61.842506,72.20924,54.23185,44.184475,64.57825,68.906204,70.45962,71.29427,71.74474,64.64857,61.810863,57.08249,71.17919,79.91675,68.99139,53.818535,78.24715,67.889465,64.78555,57.954334,43.394966,56.4016,56.61561,57.330597,9.082688,10.570024,13.049986,12.133824,13.222975,0.0
45.024265,30.164429,76.1708,76.74217,31.516273,71.63988,46.563046,31.09974,73.26165,75.81589,62.095905,63.39066,66.67811,74.11941,70.17954,50.464905,78.86185,78.787796,79.79641,34.478794,78.424904,75.759346,47.0558,73.731544,40.57496,72.945786,76.56549,74.256,13.022681,11.309409,13.4026575,7.364039,8.876987,0.0
63.11497,63.043,49.820065,71.40039,66.6638,67.06981,52.487022,51.357143,59.040134,74.20353,74.02148,76.604935,76.10837,72.9287,61.816917,56.35929,57.898376,77.33625,58.45039,64.00989,51.925358,69.66322,70.90215,71.79481,54.99693,48.27523,61.815674,41.742916,8.917914,9.965034,8.091975,7.681792,7.397362,0.0
50.915123,55.464855,48.784924,70.62926,59.058895,70.86641,55.147083,42.528545,64.92342,69.10491,72.26136,72.94568,73.4587,65.229454,59.670784,49.296726,64.51708,81.8289,73.76457,54.083065,79.59938,69.012856,64.84007,55.92308,41.929863,57.416786,66.34939,61.674793,7.7869,7.006538,10.821945,12.0985155,10.698137,0.0
39.838,69.36983,76.6637,77.37754,68.787735,72.79728,72.41612,66.310646,45.310955,78.96185,57.928005,78.64035,59.53901,77.630035,78.34723,79.14661,78.87146,58.16375,80.38872,73.28339,72.70476,37.278164,76.22367,75.40465,72.15806,28.59855,32.136513,29.451157,22.27024,14.816238,1.1396394,2.7488122,3.7899928,0.0
54.42383,69.21687,46.775227,60.558064,68.725945,75.04192,66.17664,58.93665,53.21885,66.14765,80.00667,79.49808,77.71909,61.30399,77.97577,61.931385,78.87091,76.477356,59.061264,63.886986,49.751442,37.319103,72.26853,67.67493,47.41545,28.605015,32.170532,29.456024,8.468233,12.66775,12.127812,10.3729725,10.242882,0.0
54.981133,49.642876,68.17583,75.27029,43.282932,65.291824,59.283245,49.3127,70.315956,72.74527,55.053814,56.167313,62.052994,68.76425,61.972397,62.73897,66.48357,73.14405,76.654785,56.490654,79.26663,69.83708,56.642757,63.764404,43.662666,69.14434,70.59074,64.34312,7.4683847,12.415365,11.749482,10.444988,11.736846,0.0
41.7252,29.38904,72.484795,65.43218,30.142052,56.436172,46.9059,31.039389,72.24502,71.20876,63.143185,64.89513,58.999214,65.32848,76.87805,48.617165,78.83438,66.96473,77.864494,34.452984,77.23007,71.2326,37.57971,56.28247,39.808628,72.94567,76.460205,74.236664,15.089475,11.584923,15.322971,16.091768,13.268246,0.0
55.874374,38.902924,72.434326,78.05779,57.258457,69.91119,63.075428,55.912388,73.595184,76.01613,62.113445,64.02774,67.52294,73.92933,77.539474,72.68707,78.14038,81.78637,80.32242,57.75284,79.61616,75.72912,64.32148,74.746605,61.49666,72.94528,76.565125,74.25338,8.585702,13.339779,38.11305,10.965833,7.781574,0.0
44.031166,29.451225,63.127,64.97132,31.798527,46.443527,34.479267,39.791466,64.42474,67.67141,64.457695,64.97801,63.309837,63.550438,73.454124,52.638172,75.86559,78.69855,69.57787,34.45324,76.68593,72.15183,69.16257,63.96342,70.74487,72.91871,74.37965,71.61991,2.837075,21.540272,47.639584,26.211634,24.414318,0.0
49.35461,66.18445,76.15263,68.18745,68.39208,74.2334,63.249825,55.947926,55.456474,73.7678,61.35725,70.70215,59.99824,65.386986,74.85664,75.12798,78.86199,71.234825,79.75933,43.84784,60.843952,75.6139,74.63198,71.933205,68.63453,71.30105,69.54589,69.950584,9.371317,14.861677,47.639584,14.381917,15.713139,0.0
52.147705,53.719234,43.577538,62.924957,65.82726,68.74729,53.129456,49.925766,55.303394,61.312145,78.362305,75.73185,77.02517,60.053776,76.249146,52.237225,78.60167,71.32956,58.624916,45.924606,55.10816,52.81725,64.399155,54.179924,42.772137,50.308887,45.98257,42.81799,6.715638,11.786056,9.861238,10.964065,13.106329,0.0
38.522877,29.520323,76.662735,74.3777,30.060438,40.82238,34.206852,31.005234,73.62116,63.76471,55.041767,56.157715,53.48081,65.00204,56.210777,52.712914,78.86165,57.651775,80.388695,34.502407,79.56993,75.36345,37.574543,45.05534,39.69072,72.945786,76.56539,74.255714,9.602492,5.9392877,10.466583,7.2365775,10.929916,0.0
58.777393,52.85661,61.564087,62.894604,58.413456,58.760418,43.561573,59.80475,61.095196,67.5673,64.934395,66.41363,63.021664,65.918625,65.95981,68.11063,61.96948,73.85832,71.80485,48.546852,73.64103,64.08144,66.63988,68.57113,65.54599,59.619377,63.298622,52.696407,6.8119087,14.435004,44.655415,15.539146,16.176527,0.0
54.075413,50.888626,73.05546,77.08905,39.09422,64.92121,54.282173,53.517418,73.12271,74.21718,59.743835,62.203506,65.295296,72.60689,65.444214,61.710888,74.69442,78.70705,78.44615,55.80152,79.374565,75.62124,54.67841,73.129814,46.759937,72.94341,76.56016,74.192116,8.24387,11.031439,12.878229,9.05929,5.6439795,0.0
57.624165,41.61369,70.292435,65.12085,57.835026,66.94768,58.745415,38.81842,64.93742,64.30918,67.62806,69.49253,64.18569,61.50888,67.936516,60.368233,73.40184,68.67911,76.765564,53.143097,72.55086,64.3614,53.113804,58.383495,41.75154,71.556984,71.62631,72.28577,9.776818,11.386441,16.826763,9.885164,11.701006,0.0
59.854557,47.94521,57.168133,62.469704,63.306637,67.931885,57.976772,46.855213,56.812565,61.91404,69.48053,72.75981,69.26267,65.47103,65.83612,60.135384,70.53512,77.69485,69.26427,46.100506,74.806885,63.72699,62.48917,57.850834,51.862755,60.478943,62.75593,61.959446,8.581168,13.433784,19.264236,11.465952,13.890315,0.0
38.511242,29.389004,76.51953,68.60459,30.056597,40.811806,34.1918,30.996822,73.94286,60.69836,57.613377,65.30833,53.480835,63.996662,53.33098,47.651657,78.684006,70.04446,80.38872,34.452984,79.48081,71.127365,37.574543,44.902378,39.68362,72.945786,76.55181,74.25355,5.9580193,9.707495,5.0380235,13.846215,8.383027,0.0
63.143154,67.144394,44.865383,78.530754,68.33288,73.6597,70.69741,63.869865,73.52018,79.35182,63.018696,67.11001,74.90766,75.71583,72.725235,70.75863,57.92625,81.963295,69.67744,68.42962,79.42863,75.71995,71.88011,74.8698,69.9976,60.557404,76.30222,68.74272,10.647107,7.0984645,6.367842,11.104223,8.940508,0.0
45.845047,68.83987,76.51377,75.03718,63.993458,59.3012,52.549152,54.877445,71.30177,74.88317,55.044632,56.1588,53.668026,60.088715,75.10822,67.786316,78.87135,67.06472,80.38871,61.060837,69.179016,38.704754,68.5263,64.284836,51.32393,71.271904,63.704033,54.751232,20.112137,6.826834,10.240617,7.3566365,8.15972,0.0
40.27757,29.43128,62.17124,56.14901,38.8344,67.88006,35.287548,32.391884,51.936478,58.563835,71.07057,75.22953,64.48823,61.225765,66.406006,48.279793,75.25663,63.737312,69.4672,34.455654,77.14888,48.319954,37.57471,44.96125,40.074356,55.510406,55.790943,63.3142,13.1496725,9.518184,12.638293,16.483301,15.52035,0.0
55.816067,58.656403,62.23164,67.489044,54.288155,63.012924,56.297817,54.137413,61.541668,64.560036,63.484695,63.198692,73.589035,65.62566,60.64522,47.015545,65.49793,80.19676,71.881,58.785126,78.87387,59.07555,51.013824,52.521866,40.545536,66.74694,60.15796,62.370274,5.0838537,7.1907926,11.020388,11.5501375,10.99326,0.0
40.83476,35.746323,70.79264,63.59814,33.948803,49.167713,35.04984,31.208689,60.073975,59.117416,55.041767,56.157703,56.385834,64.18032,71.2596,51.754208,73.731026,57.863937,78.313286,49.531345,78.80522,54.033607,37.593395,45.73384,39.925613,69.24986,55.628014,60.75755,10.830434,7.6624017,14.7357855,10.466053,14.461327,0.0
38.942207,54.876022,76.66395,71.32229,43.117188,42.818687,35.16302,31.580265,71.95647,67.53593,55.068943,56.216267,54.023327,74.14374,77.85105,56.99503,78.87146,59.90353,80.38854,49.081085,72.4278,75.422295,37.57753,45.653194,39.968697,72.945786,76.56548,74.25601,11.702227,9.798165,15.02094,4.7603335,6.5688367,0.0
46.623158,51.289986,63.18716,69.76621,46.10921,70.97235,40.180225,32.955704,66.14173,64.68673,65.72752,70.40485,71.273766,65.405426,58.55619,48.872166,67.02038,80.592575,73.59875,54.164417,79.36893,62.4816,61.480175,51.6283,40.0188,62.765587,61.78011,64.30131,6.3195515,9.744897,10.038928,10.176401,11.201253,0.0
49.931633,55.454266,68.61013,75.6647,51.33445,63.658207,54.327076,48.34026,70.66766,71.51637,64.41709,62.815613,66.151825,69.9737,58.123615,53.34012,68.37842,80.86857,78.33636,56.881584,79.31484,74.52914,60.033073,69.96249,51.30138,70.29986,75.18888,70.01591,8.726953,9.606615,9.09042,10.1378145,8.218215,0.0
53.801342,69.028305,53.57728,79.131874,68.764725,77.02975,72.36855,51.433453,74.004105,79.13805,62.103313,70.2339,77.17677,77.544876,77.899605,76.22543,78.859764,82.14866,79.472916,72.648026,79.632324,75.76491,72.70621,75.3449,48.76722,72.59653,76.56146,74.20368,11.236656,7.445331,9.451285,11.946463,7.681028,0.0
49.881298,34.878124,45.291607,66.249374,59.548973,66.99462,40.576878,36.197758,57.280693,67.8569,55.045914,56.15938,60.318333,65.4638,66.845505,48.79368,57.905018,57.473404,58.42449,45.75306,48.688614,54.421215,59.377544,69.667885,40.915123,34.01245,42.265335,32.99247,9.351668,9.663132,7.248181,5.4179053,8.8846855,0.0
39.125854,29.392542,66.749405,73.32736,30.058819,43.438164,34.475292,31.000969,71.07593,70.35106,55.041832,56.15778,57.216675,65.1433,64.62012,46.006145,77.9409,57.75267,73.124275,34.453,79.0149,71.66735,37.59209,67.8862,39.68415,72.93562,69.598885,71.50194,13.807017,6.5001273,8.668479,15.37935,16.165932,0.0
41.21863,40.36649,53.78331,56.277767,52.686172,47.103165,36.70069,35.866096,56.12944,58.72418,58.897743,62.076267,57.79088,60.053493,70.97613,64.24846,69.41031,59.592514,70.373436,40.594067,59.947376,59.945213,60.27019,64.99623,50.92025,49.521046,51.906864,53.280758,9.635976,18.653688,47.604202,17.366302,23.636642,0.0
41.686153,33.744835,68.93238,72.06452,31.98636,49.43116,35.60837,32.3941,62.239136,66.334755,55.048946,56.167778,61.63274,66.06338,63.355682,51.882008,75.60034,59.010094,67.61758,37.632427,78.46413,60.874626,37.57464,46.125004,40.116814,72.46192,60.68903,64.15047,11.832719,8.98453,13.054628,11.612157,15.41747,0.0
50.85738,52.492077,65.53639,77.76108,42.95901,73.498184,53.236443,31.797821,73.46977,77.15159,62.823933,62.63371,65.625114,69.48272,61.166016,49.84365,72.65919,82.08728,80.08351,60.14423,79.65347,75.70364,59.92021,71.60908,42.217503,72.90306,76.54908,74.17206,9.9951,4.9061866,5.689484,7.5783086,4.8248525,0.0
41.71652,43.02783,68.65168,64.164925,53.173378,67.156815,39.421967,36.997406,59.154194,61.779655,64.17475,69.8133,62.709087,60.91743,64.243904,56.667778,73.62691,64.70718,71.18475,61.64375,75.71155,47.645664,37.578014,45.69139,42.178505,61.34961,55.256462,59.578197,8.726989,10.02863,10.06523,12.478983,14.535171,0.0
61.348072,37.836636,70.946335,65.6743,67.59957,60.265373,62.245163,45.776886,56.88098,62.14708,72.39646,71.14654,70.22441,60.09394,73.670364,55.78504,77.53843,71.016556,76.46566,41.355804,75.21607,64.09107,64.0268,67.20241,48.547676,72.57278,73.788895,73.61061,10.118359,14.102452,27.897099,10.508053,18.01531,0.0
39.19713,29.389004,58.457706,52.05325,30.05985,51.185196,35.182697,31.88764,54.871666,55.715954,76.20298,74.3084,70.38672,61.500893,69.30759,45.969193,77.34897,70.74064,63.010014,34.452984,68.90683,59.23801,66.689186,53.44654,39.707787,66.88745,54.81482,65.36289,12.799923,13.335355,8.686352,15.949441,17.089396,0.0
55.04568,68.672554,62.24489,67.805916,68.41226,66.98093,49.08248,56.664204,55.915165,69.91436,68.25147,71.23353,72.2503,73.42138,68.652626,61.376484,67.69966,65.96324,58.64307,64.09234,49.23671,37.577667,70.082085,71.45858,57.014072,28.910038,32.85317,29.613447,9.646033,8.624315,16.040052,9.445549,9.15389,0.0
45.966957,69.35038,76.526596,69.62663,68.7067,70.287384,68.01096,53.413593,55.697296,71.08156,72.04958,73.063545,65.9306,68.50206,77.29255,66.03706,78.87146,61.14785,80.38779,68.72772,65.16885,37.322243,74.85174,69.50333,44.834396,62.95316,41.505688,33.12381,15.850993,7.5720353,6.091414,5.298281,10.5433235,0.0
57.44119,31.90644,59.80189,63.81927,60.230137,72.86601,53.376392,41.835587,62.07112,67.388756,66.29564,70.38554,67.90366,62.75243,64.753006,67.25919,71.62775,74.12509,70.70412,34.936398,74.08407,66.142265,68.40619,64.35261,66.08902,70.6848,68.66654,69.30025,6.836729,19.959084,47.639553,24.697948,22.861824,0.0
45.968052,53.83684,70.19254,60.10945,67.37157,60.956398,59.491283,46.49624,53.54308,64.28691,62.609467,68.53727,60.653618,60.05388,77.0169,76.54113,78.77836,66.27581,80.36232,43.966007,74.854614,71.48458,66.87791,71.63458,57.481197,68.209854,57.94483,67.39177,11.273626,20.67372,47.638958,17.606243,21.408783,0.0
46.699863,41.69389,58.733006,66.81791,50.138832,66.032166,38.31092,39.528618,60.226353,65.12613,55.132275,56.34028,64.43817,63.249695,61.23478,55.817112,65.04174,63.844322,68.71458,43.98089,73.40717,58.18068,63.457508,61.01356,43.354977,46.87458,56.22275,54.660908,11.649903,11.657019,11.168906,8.513179,12.483288,0.0
50.98413,51.68307,47.01006,59.127995,66.16784,60.100567,56.069664,57.828144,52.417885,61.39879,63.004833,69.580795,71.077705,60.053795,59.84262,61.91192,68.1501,64.05416,59.647427,41.3779,64.52483,55.039764,67.74331,65.14191,57.611153,42.423344,49.45815,50.18813,6.3963585,18.559927,47.478336,19.103994,23.161217,0.0
48.587772,66.86022,72.771126,68.78234,67.354614,61.73508,67.76409,56.457832,65.315094,66.26864,70.11853,70.47195,64.612305,60.05361,68.87242,71.1921,78.82943,60.563858,80.371346,65.35065,63.541664,40.03088,69.67343,69.61529,47.66084,61.420795,54.750267,59.316273,18.823082,12.709396,12.280088,8.029934,11.264665,0.0
40.63773,38.875008,76.588135,74.88332,38.378193,66.15037,42.694218,34.78749,73.21735,67.82873,55.54172,56.676395,54.403416,75.39972,53.350975,47.52929,78.65505,70.95111,80.38588,54.528538,78.41991,75.755745,45.684227,63.68004,39.739838,72.94577,76.56285,74.25384,14.61627,11.649212,8.739666,6.6618457,8.599749,0.0
